"VALUE_TYPE","VALUE_CODE","VALUE_DESCRIPTION"
"ENFORCEMENT_ACTION_TYPE_CODE","SIA","State Violation/Reminder Notice"
"ENFORCEMENT_ACTION_TYPE_CODE","SIB","State Compliance Meeting conducted"
"ENFORCEMENT_ACTION_TYPE_CODE","SIC","State Technical Assistance Visit"
"ENFORCEMENT_ACTION_TYPE_CODE","SID","State Site Visit for enforcement purposes"
"ENFORCEMENT_ACTION_TYPE_CODE","SIE","State Public Notification requested"
"ENFORCEMENT_ACTION_TYPE_CODE","SIF","State Public Notification received"
"ENFORCEMENT_ACTION_TYPE_CODE","SII","State Consumer Confidence Report Follow-up Notice"
"ENFORCEMENT_ACTION_TYPE_CODE","SO+","State no additional Formal Action needed"
"ENFORCEMENT_ACTION_TYPE_CODE","SO0","State no longer subject to Rule"
"ENFORCEMENT_ACTION_TYPE_CODE","SO6","State Intentional no-action"
"ENFORCEMENT_ACTION_TYPE_CODE","SO7","State Unresolved"
"ENFORCEMENT_ACTION_TYPE_CODE","SO8","State Other"
"ENFORCEMENT_ACTION_TYPE_CODE","SOX","State Compliance achieved"
"ENFORCEMENT_ACTION_TYPE_CODE","SOY","State Variance/Exemption issued"
"ENFORCEMENT_ACTION_TYPE_CODE","SOZ","State Turbidity Waiver issued"
"EPA_REGION","01","Region 1"
"EPA_REGION","02","Region 2"
"EPA_REGION","03","Region 3"
"EPA_REGION","04","Region 4"
"EPA_REGION","05","Region 5"
"EPA_REGION","06","Region 6"
"EPA_REGION","07","Region 7"
"EPA_REGION","08","Region 8"
"EPA_REGION","09","Region 9"
"EPA_REGION","10","Region 10"
"EVENT_REASON_CODE","B1","Serving fewer than 50,000"
"EVENT_REASON_CODE","B3","Serving greater than 50,000: met action levels"
"EVENT_REASON_CODE","WQP","Water Quality parameters"
"EVENT_REASON_CODE","GW","Ground Water Rule"
"EVENT_REASON_CODE","SH","Subpart H (Interim Enhanced Surface Water Treatment Rule)"
"EVENT_MILESTONE_CODE","DEEM","System deemed optimized without OCCT"
"EVENT_MILESTONE_CODE","DONE","System done with OCCT"
"EVENT_MILESTONE_CODE","LSLR","Lead service line replacement required"
"EVENT_MILESTONE_CODE","FICF","Fecal Indicator Contamination Action"
"EVENT_MILESTONE_CODE","SDFF","Significant Deficiency/Sanitary Defect Corrective Action"
"EVENT_MILESTONE_CODE","SDFI","Significant Deficiency/Sanitary Defect Interim Step"
"FACILITY_TYPE_CODE","CC","Consecutive Connection"
"FACILITY_TYPE_CODE","CH","Common Headers"
"FACILITY_TYPE_CODE","CS","Cistern"
"FACILITY_TYPE_CODE","CW","Clear Well"
"FACILITY_TYPE_CODE","DS","Distribution System/Zone"
"FACILITY_TYPE_CODE","IG","Infiltration Gallery"
"FACILITY_TYPE_CODE","IN","Intake"
"FACILITY_TYPE_CODE","NN","Non-piped, Non-purchased"
"FACILITY_TYPE_CODE","NP","Non-piped"
"FACILITY_TYPE_CODE","OT","Other"
"FACILITY_TYPE_CODE","PC","Pressure Control"
"FACILITY_TYPE_CODE","PF","Pump Facility"
"FACILITY_TYPE_CODE","RC","Roof Catchment"
"FACILITY_TYPE_CODE","RS","Reservoir"
"FACILITY_TYPE_CODE","SI","Surface Impoundment"
"FACILITY_TYPE_CODE","SP","Spring"
"FACILITY_TYPE_CODE","SS","Sampling Station"
"FACILITY_TYPE_CODE","ST","Storage"
"FACILITY_TYPE_CODE","TM","Transmission Main (Manifold)"
"FACILITY_TYPE_CODE","TP","Treatment Plant"
"FACILITY_TYPE_CODE","WH","Wellhead"
"FACILITY_TYPE_CODE","WL","Well "
"FILTRATION_STATUS_CODE","MIF","Must install filtration"
"FILTRATION_STATUS_CODE","SAF","Successfully avoiding filtration"
"GEOMETRY_TYPE_CODE","001","POINT (DEFAULT)"
"GEOMETRY_TYPE_CODE","002","LINE"
"GEOMETRY_TYPE_CODE","003","AREA"
"GEOMETRY_TYPE_CODE","004","REGION"
"GEOMETRY_TYPE_CODE","005","ROUTE"
"GW_SW_CODE","GW","Groundwater"
"GW_SW_CODE","SW","Surface water"
"HORIZ_COLL_METHOD_CODE","001","ADDRESS MATCHING - HOUSE NUMBER"
"HORIZ_COLL_METHOD_CODE","002","ADDRESS MATCHING - BLOCK FACE"
"HORIZ_COLL_METHOD_CODE","003","ADDRESS MATCHING - STREET CENTERLINE"
"CONTAMINANT_CODE","2075","PARA-PARA DDT"
"CONTAMINANT_CODE","2076","Butachlor"
"CONTAMINANT_CODE","2077","Propachlor"
"CONTAMINANT_CODE","2078","Cryptosporidium"
"CONTAMINANT_CODE","2079","Dibromoacetonitrile"
"CONTAMINANT_CODE","2080","Cyanogen chloride"
"CONTAMINANT_CODE","2081","AMYL ACETATE"
"CONTAMINANT_CODE","2082","Butane"
"CONTAMINANT_CODE","2083","Butyl acetate"
"CONTAMINANT_CODE","2084","n-Butyl alcohol"
"CONTAMINANT_CODE","2085","sec-Butyl alcohol"
"CONTAMINANT_CODE","2086","1-Chlorobutane"
"CONTAMINANT_CODE","2087","1-Chlorohexane"
"CONTAMINANT_CODE","2088","Ethyl acetate"
"CONTAMINANT_CODE","2089","Ethyl alcohol"
"CONTAMINANT_CODE","2090","Ethyl ether"
"CONTAMINANT_CODE","2091","ISO-OCTANE"
"CONTAMINANT_CODE","2092","Isobutyl acetate"
"CONTAMINANT_CODE","2093","Isobutyl alcohol"
"CONTAMINANT_CODE","2094","Isopropyl acetate"
"CONTAMINANT_CODE","2095","Isopropyl alcohol"
"CONTAMINANT_CODE","2096","RDX"
"CONTAMINANT_CODE","2097","AMINOMETHYLPHOSPHONIC ACID"
"CONTAMINANT_CODE","2098","Bromacil"
"CONTAMINANT_CODE","2099","DCPA"
"CONTAMINANT_CODE","2100","DCPA MONO ACID DEGRADATE"
"CONTAMINANT_CODE","2101","DCPA DI ACID DEGRADATE"
"CONTAMINANT_CODE","2102","Disulfoton"
"CONTAMINANT_CODE","2103","Diuron"
"CONTAMINANT_CODE","2104","Fonofos (Dyfonate)"
"CONTAMINANT_CODE","2105","2,4-D"
"CONTAMINANT_CODE","2106","2,4-DB"
"CONTAMINANT_CODE","2107","Triclopyr"
"CONTAMINANT_CODE","2108","DCPA mono/di-acid degradates"
"CONTAMINANT_CODE","2109","3,4-DICHLOROBENZOIC ACID"
"CONTAMINANT_CODE","2110","2,4,5-TP"
"CONTAMINANT_CODE","2111","2,4,5-T"
"CONTAMINANT_CODE","2112","MECOPROP"
"CONTAMINANT_CODE","2113","MCPA"
"CONTAMINANT_CODE","2114","PERMETHRIN (MIXED, CIS, TRANS)"
"CONTAMINANT_CODE","2200","2-Nitroaniline"
"CONTAMINANT_CODE","2201","3-Nitroaniline"
"CONTAMINANT_CODE","2202","Dibenzofuran"
"CONTAMINANT_CODE","2203","4-Nitroaniline"
"CONTAMINANT_CODE","2204","Azobenzene"
"CONTAMINANT_CODE","2205","Chloramben"
"CONTAMINANT_CODE","2206","Dichlorprop"
"CONTAMINANT_CODE","2207","BENFLURALIN"
"CONTAMINANT_CODE","2209","Bromoxynil"
"CONTAMINANT_CODE","2210","Chloromethane"
"CONTAMINANT_CODE","2212","Dichlorodifluoromethane"
"CONTAMINANT_CODE","2213","Chlorothalonil"
"CONTAMINANT_CODE","2214","Bromomethane"
"CONTAMINANT_CODE","2215","CHLOROPYRIFOS"
"CONTAMINANT_CODE","2216","Chloroethane"
"TREATMENT_PROCESS_CODE","541","Ozonation, Post"
"TREATMENT_PROCESS_CODE","543","Ozonation, Pre"
"TREATMENT_PROCESS_CODE","560","Permanganate"
"TREATMENT_PROCESS_CODE","580","Peroxide"
"TREATMENT_PROCESS_CODE","600","Rapid Mix"
"TREATMENT_PROCESS_CODE","620","Reducing Agents"
"TREATMENT_PROCESS_CODE","623","Reducing Agent, Sodium Bisulfate"
"TREATMENT_PROCESS_CODE","625","Reducing Agent, Sodium Sulfite"
"TREATMENT_PROCESS_CODE","627","Reducing Agent, Sulfur Dioxide"
"TREATMENT_PROCESS_CODE","640","Reverse Osmosis"
"TREATMENT_PROCESS_CODE","660","Sedimentation"
"TREATMENT_PROCESS_CODE","680","Sequestration"
"TREATMENT_PROCESS_CODE","700","Sludge Treatment"
"TREATMENT_PROCESS_CODE","720","Ultraviolet Radiation"
"TREATMENT_PROCESS_CODE","740","pH Adjustment"
"TREATMENT_PROCESS_CODE","741","pH Adjustment, Post"
"TREATMENT_PROCESS_CODE","742","pH Adjustment, Pre"
"TREATMENT_PROCESS_CODE","999","Innovative"
"TRIBAL_CODE","A52","Native Village of Ouzinkie"
"TRIBAL_CODE","A53","Pauloff Harbor Village"
"TRIBAL_CODE","A54","Pedro Bay Village"
"TRIBAL_CODE","A55","Native Village of Perryville"
"TRIBAL_CODE","A56","Native Village of Pilot Point"
"TRIBAL_CODE","A57","Native Village of Port Graham"
"TRIBAL_CODE","A58","Native Village of Port Heiden"
"TRIBAL_CODE","A59","Native Village of Port Lions"
"TRIBAL_CODE","A60","Portage Creek Village"
"TRIBAL_CODE","A61","Pribilof Islands Aleut Communities of St. Paul George Islands"
"TRIBAL_CODE","A62","Qagan Tayagungin Tribe of Sand Point Village"
"TRIBAL_CODE","A63","Qawalangin Tribe of Unalaska"
"TRIBAL_CODE","A64","Saint George Island"
"TRIBAL_CODE","A65","Saint Paul Island"
"TRIBAL_CODE","A66","Village of Salamatoff"
"TRIBAL_CODE","A67","Seldovia Village Tribe"
"TRIBAL_CODE","A68","Shoonaq' Tribe of Kodiak"
"TRIBAL_CODE","A69","South Naknek Village"
"TRIBAL_CODE","A70","Native Village of Tatitlek"
"TRIBAL_CODE","A71","Native Village of Tazlina"
"TRIBAL_CODE","A72","Traditional Village of Togiak"
"TRIBAL_CODE","A73","Twin Hills Village"
"TRIBAL_CODE","A74","Native Village of Tyonek"
"TRIBAL_CODE","A75","Ugashik Village"
"TRIBAL_CODE","A76","Native Village of Unga"
"TRIBAL_CODE","B01","Akiachak Native Community"
"TRIBAL_CODE","B02","Akiak Native Community"
"TRIBAL_CODE","B03","Village of Alakanuk"
"TRIBAL_CODE","B04","Algaaciq Native Village"
"TRIBAL_CODE","B05","Yupiit of Andreafski"
"TRIBAL_CODE","B06","Village of Aniak"
"TRIBAL_CODE","B07","Village of Atmautluak"
"TRIBAL_CODE","B08","Village of Bill Moore's Slough"
"TRIBAL_CODE","B09","Village of Chefornak"
"TRIBAL_CODE","B10","Chevak Native Village"
"TRIBAL_CODE","B11","Native Village of Chuathbaluk"
"TRIBAL_CODE","B12","Chuloonawick Native Village"
"TRIBAL_CODE","B13","Village of Crooked Creek"
"TRIBAL_CODE","B14","Native Village of Eek"
"TRIBAL_CODE","B15","Emmonak Village"
"TRIBAL_CODE","B16","Native Village of Georgetown"
"TRIBAL_CODE","B17","Native Village of Goodnews Bay"
"TRIBAL_CODE","B18","Native Village of Hamilton"
"TRIBAL_CODE","B19","Native Village of Hooper Bay"
"TRIBAL_CODE","B20","Village of Kalskag"
"TRIBAL_CODE","B21","Native Village of Kasigluk"
"TRIBAL_CODE","B22","Native Village of Kipnuk"
"TRIBAL_CODE","B23","Native Village of Kongiganak"
"TRIBAL_CODE","B24","Village of Kotlik"
"TRIBAL_CODE","B25","Organized Village of Kwethluk"
"TRIBAL_CODE","B26","Native Village of Kwigillingok"
"TRIBAL_CODE","B27","Native Village of Kwinhagak"
"TRIBAL_CODE","B28","Lime Village"
"TRIBAL_CODE","B29","Village of Lower Kalskag"
"TRIBAL_CODE","B30","Native Village of Marshall"
"TRIBAL_CODE","B31","Native Village of Mekoryuk"
"TRIBAL_CODE","B32","Asa'carsarmiut Tribe"
"TRIBAL_CODE","B33","Native Village of Napaimute"
"TRIBAL_CODE","B34","Native Village of Napakiak"
"TRIBAL_CODE","B35","Native Village of Napaskiak"
"TRIBAL_CODE","B36","Newtok Village"
"TRIBAL_CODE","B37","Native Village of Nightmute"
"TRIBAL_CODE","B38","Native Village of Nunapitchuk"
"TRIBAL_CODE","B39","Village of Ohogamiut"
"TRIBAL_CODE","B40","Orutsararmuit Native Village"
"TRIBAL_CODE","B41","Oscarville Traditional Village"
"TRIBAL_CODE","B42","Native Village of Paimiut"
"CONTAMINANT_CODE","2070","Dieldrin"
"TRIBAL_CODE","B43","Pilot Station Traditional Village"
"TRIBAL_CODE","B44","Native Village of Pitka's Point"
"TRIBAL_CODE","B45","Platinum Traditional Village"
"TRIBAL_CODE","B46","Village of Red Devil"
"TRIBAL_CODE","B47","Iqurmuit Traditional Council"
"TRIBAL_CODE","B48","Native Village of Scammon Bay"
"TRIBAL_CODE","B49","Native Village of Sheldon's Point"
"TRIBAL_CODE","B50","Village of Sleetmute"
"TRIBAL_CODE","B51","Village of Stony River"
"TRIBAL_CODE","B52","Nunakauyarmiut Tribe"
"TRIBAL_CODE","B53","Tuluksak Native Community"
"TRIBAL_CODE","B54","Native Village of Tuntutuliak"
"TRIBAL_CODE","B55","Native Village of Tununak"
"TRIBAL_CODE","B56","Umkumiute Native Village"
"TRIBAL_CODE","F01","Alatna Village"
"TRIBAL_CODE","F02","Allakaket Village"
"TRIBAL_CODE","F03","Village of Anaktuvuk Pass"
"TRIBAL_CODE","628","California Valley Miwok Tribe, California"
"TRIBAL_CODE","629","Sherwood Valley Rancheria of Pomo Indians of California"
"CONTAMINANT_CODE","1024","CYANIDE"
"CONTAMINANT_CODE","1025","Fluoride"
"CONTAMINANT_CODE","1026","Bicarbonate as HCO3"
"CONTAMINANT_CODE","1027","Hydrogen sulfide"
"CONTAMINANT_CODE","1028","Iron"
"CONTAMINANT_CODE","1029","Iron, Suspended"
"CONTAMINANT_CODE","1030","Lead"
"CONTAMINANT_CODE","1031","Magnesium"
"CONTAMINANT_CODE","1032","Manganese"
"CONTAMINANT_CODE","1033","Manganese, Suspended"
"CONTAMINANT_CODE","1034","Manganese, Dissolved"
"CONTAMINANT_CODE","1035","Mercury"
"CONTAMINANT_CODE","1036","Nickel"
"CONTAMINANT_CODE","1037","Total Kjeldahl Nitrogen (in Water mg/l)"
"CONTAMINANT_CODE","1038","Nitrate-Nitrite"
"CONTAMINANT_CODE","1039","Perchlorate"
"CONTAMINANT_CODE","1040","Nitrate"
"CONTAMINANT_CODE","1041","Nitrite"
"CONTAMINANT_CODE","1042","Potassium"
"CONTAMINANT_CODE","1043","Phosphate, Total"
"CONTAMINANT_CODE","1044","Orthophosphate"
"CONTAMINANT_CODE","1045","Selenium"
"CONTAMINANT_CODE","1046","Percent Sodium"
"CONTAMINANT_CODE","1047","Sodium Adsorption Ratio"
"CONTAMINANT_CODE","1048","Total Hardness (Gr/Gal)D"
"CONTAMINANT_CODE","1049","Silica"
"CONTAMINANT_CODE","1050","Silver"
"CONTAMINANT_CODE","1051","Strontium"
"CONTAMINANT_CODE","1052","Sodium"
"CONTAMINANT_CODE","1055","Sulfate"
"CONTAMINANT_CODE","1056","Residue, Non filterable (TSS)"
"CONTAMINANT_CODE","1057","Residue, Total, Filterable"
"CONTAMINANT_CODE","1058","Residue, Filterable-Volatile"
"CONTAMINANT_CODE","1059","Residue, Filterable-Fixed"
"CONTAMINANT_CODE","1060","Residue, Total-Volatile"
"CONTAMINANT_CODE","1061","Residue, Total-Fixed"
"CONTAMINANT_CODE","1062","Tot Extractable Hydrocarbons-Diesel Oil"
"CONTAMINANT_CODE","1063","Residue, Nonfilterable-Fixed"
"CONTAMINANT_CODE","2217","Chlorsulfuron"
"CONTAMINANT_CODE","2218","Trichlorofluoromethane"
"CONTAMINANT_CODE","2219","Trichloroacetonitrile"
"CONTAMINANT_CODE","2220","DICHROTOPHOS"
"CONTAMINANT_CODE","2221","Dimethoate"
"CONTAMINANT_CODE","2222","BIS(2-CHLOROETHYL) ETHER"
"CONTAMINANT_CODE","2223","DI-N-OCTYL PHTHALATE"
"CONTAMINANT_CODE","2224","trans-1,3-Dichloropropene"
"CONTAMINANT_CODE","2225","Hexachloroethane"
"CONTAMINANT_CODE","2226","trans-1,2-Dichloropropene"
"CONTAMINANT_CODE","2227","2-Methyl-4,6-dinitrophenol"
"CONTAMINANT_CODE","2228","cis-1,3-Dichloropropene"
"CONTAMINANT_CODE","2229","N-Nitrosodiphenylamine"
"CONTAMINANT_CODE","2230","Aniline"
"CONTAMINANT_CODE","2231","Benzyl alcohol"
"CONTAMINANT_CODE","2232","1,2-DIBROMOETHYLENE"
"CONTAMINANT_CODE","2233","2-METHYLPHENOL"
"CONTAMINANT_CODE","2234","2-CHLOROETHYL VINYL ETHER"
"CONTAMINANT_CODE","2235","4-Methylphenol"
"CONTAMINANT_CODE","2236","Diiodomethane"
"CONTAMINANT_CODE","2237","Benzoic acid"
"CONTAMINANT_CODE","2238","Acrolein"
"CONTAMINANT_CODE","2239","4-Chloroaniline"
"CONTAMINANT_CODE","2240","Acrylonitrile"
"CONTAMINANT_CODE","2241","2-METHYLNAPHTHALENE"
"CONTAMINANT_CODE","2242","2,4,5-Trichlorophenol"
"CONTAMINANT_CODE","2243","Acetone"
"CONTAMINANT_CODE","2244","Bis(2-chloroisopropyl) ether"
"CONTAMINANT_CODE","2245","Isopropyl ether"
"CONTAMINANT_CODE","2246","Hexachlorobutadiene"
"CONTAMINANT_CODE","2247","Methyl ethyl ketone"
"CONTAMINANT_CODE","2248","Naphthalene"
"CONTAMINANT_CODE","2249","Methyl isobutyl ketone"
"CONTAMINANT_CODE","2250","BIS(2-CHLOROETHOXY)METHANE"
"CONTAMINANT_CODE","2251","METHYL TERT-BUTYL ETHER"
"CONTAMINANT_CODE","2252","ETHALFLURALIN"
"CONTAMINANT_CODE","2253","DEMETON METHYL"
"CONTAMINANT_CODE","2254","Nitrobenzene"
"CONTAMINANT_CODE","2255","Pendimethalin"
"CONTAMINANT_CODE","2256","Propazine"
"CONTAMINANT_CODE","2257","Epichlorohydrin"
"CONTAMINANT_CODE","2258","2-Chloronaphthalene"
"CONTAMINANT_CODE","2259","1-NAPHTHOL"
"CONTAMINANT_CODE","2260","Acenaphthylene"
"CONTAMINANT_CODE","2261","Acenaphthene"
"CONTAMINANT_CODE","2262","Isophorone"
"CONTAMINANT_CODE","2263","Tetrahydrofuran"
"CONTAMINANT_CODE","2264","Fluorene"
"CONTAMINANT_CODE","2265","Acrylamide"
"CONTAMINANT_CODE","2266","2,6-Dinitrotoluene"
"CONTAMINANT_CODE","2267","PROPHOS"
"CONTAMINANT_CODE","2268","1,2-Diphenylhydrazine"
"CONTAMINANT_CODE","2269","2-Hexanone"
"CONTAMINANT_CODE","2270","2,4-Dinitrotoluene"
"CONTAMINANT_CODE","2271","Tebuthiuron"
"CONTAMINANT_CODE","2272","Terbacil"
"CONTAMINANT_CODE","2273","trans-Nonachlor"
"CONTAMINANT_CODE","2274","HEXACHLOROBENZENE"
"CONTAMINANT_CODE","2275","trans-permethrin"
"CONTAMINANT_CODE","2276","4-Bromophenyl phenyl ether"
"CONTAMINANT_CODE","2277","4-Methyl-2-pentanone"
"CONTAMINANT_CODE","2278","Phenanthrene"
"CONTAMINANT_CODE","2280","Anthracene"
"CONTAMINANT_CODE","2282","DIMETHYL PHTHALATE"
"CONTAMINANT_CODE","2283","Linuron"
"CONTAMINANT_CODE","2284","DIETHYL PHTHALATE"
"CONTAMINANT_CODE","2286","Fluoranthene"
"CONTAMINANT_CODE","2288","Pyrene"
"CONTAMINANT_CODE","2289","Propanil"
"CONTAMINANT_CODE","2290","DI-N-BUTYL PHTHALATE"
"CONTAMINANT_CODE","2291","Diflubenzuron"
"CONTAMINANT_CODE","2292","Benzidine"
"CONTAMINANT_CODE","2293","Ethyl methacrylate"
"CONTAMINANT_CODE","2294","BUTYLBENZYL PHTHALATE"
"CONTAMINANT_CODE","2295","Methyl methacrylate"
"CONTAMINANT_CODE","2296","Chrysene"
"CONTAMINANT_CODE","2297","Fluometuron"
"CONTAMINANT_CODE","2298","Bis(2-ethylhexyl) phthalate"
"CONTAMINANT_CODE","2300","Benzo(a)anthracene"
"CONTAMINANT_CODE","2301","Siduron"
"CONTAMINANT_CODE","2302","BENZO(B)FLUORANTHENE"
"CONTAMINANT_CODE","2303","Thidiazuron"
"CONTAMINANT_CODE","2304","BENZO(K)FLUORANTHENE"
"CONTAMINANT_CODE","2306","Benzo(a)pyrene"
"CONTAMINANT_CODE","2308","Ideno(1,2,3-cd)pyrene"
"CONTAMINANT_CODE","2310","DIBENZO(A,H)ANTHRACENE"
"CONTAMINANT_CODE","2312","BENZO(G,H,I)PERYLENE"
"CONTAMINANT_CODE","2314","N-Nitrosodimethylamine"
"CONTAMINANT_CODE","2315","1-METHYL-NAPHTHALENE"
"CONTAMINANT_CODE","2316","N-NITROSODI-N-PROPYLAMINE"
"CONTAMINANT_CODE","2318","4-Chlorophenyl phenyl ether"
"CONTAMINANT_CODE","2320","3,3-Dichlorobenzidine"
"CONTAMINANT_CODE","2324","Bis(chloromethyl) ether"
"CONTAMINANT_CODE","2325","Pentane"
"CONTAMINANT_CODE","2326","Pentachlorophenol"
"CONTAMINANT_CODE","2327","Pentachloroethane"
"CONTAMINANT_CODE","2328","2,4-Dinitrophenol"
"CONTAMINANT_CODE","2330","P-CHLORO-M-CRESOL"
"CONTAMINANT_CODE","2332","2,4,6-Trichlorophenol"
"CONTAMINANT_CODE","2334","2,4-Dichlorophenol"
"CONTAMINANT_CODE","2336","2,4-Dimethylphenol"
"CONTAMINANT_CODE","2340","2-Nitrophenol"
"CONTAMINANT_CODE","2342","4-Nitrophenol"
"CONTAMINANT_CODE","2344","2-Chlorophenol"
"CONTAMINANT_CODE","2346","4,6-Dinitro-o-cresol"
"CONTAMINANT_CODE","2348",".ALPHA.-BHC"
"CONTAMINANT_CODE","2350",".BETA.-BHC"
"CONTAMINANT_CODE","2354",".DELTA.-BHC"
"CONTAMINANT_CODE","2356","Aldrin"
"CONTAMINANT_CODE","2365","ORTHO-PARA DDE"
"CONTAMINANT_CODE","2367","ORTHO-PARA DDD"
"CONTAMINANT_CODE","2369","ORTHO-PARA DDT"
"CONTAMINANT_CODE","2370","KELTHANE"
"CONTAMINANT_CODE","2371","Tedion"
"CONTAMINANT_CODE","2372","Endrin aldehyde"
"CONTAMINANT_CODE","2374","Kerosene"
"CONTAMINANT_CODE","2376","n-Hexane"
"CONTAMINANT_CODE","2377","1,3,5-Trichlorobenzene"
"CONTAMINANT_CODE","2378","1,2,4-Trichlorobenzene"
"CONTAMINANT_CODE","2380","cis-1,2-Dichloroethylene"
"CONTAMINANT_CODE","4338","74-TUNGSTEN-185"
"CONTAMINANT_CODE","4340","74-TUNGSTEN-187"
"CONTAMINANT_CODE","4342","75-RHENIUM-183"
"CONTAMINANT_CODE","4344","75-RHENIUM-186"
"CONTAMINANT_CODE","4346","75-RHENIUM-187"
"CONTAMINANT_CODE","4348","76-OSMIUM-185"
"TRIBAL_CODE","632","Elem Indian Colony of Pomo Indians of the Sulphur Bank Rancheria, California"
"TRIBAL_CODE","634","Tuolumne Band of Me-Wuk Indians of the Tuolumne Rancheria of California"
"TRIBAL_CODE","636","Upper Lake Band of Pomo Indians of Upper Lake Rancheria of California"
"TRIBAL_CODE","637","United Auburn Indian Community of the Auburn Rancheria of California"
"TRIBAL_CODE","638","Coyote Valley Band of Pomo Indians of California"
"TRIBAL_CODE","640","Te-Moak Tribe of Western Shoshone Indians of Nevada"
"TRIBAL_CODE","641","Shoshone-Paiute Tribes of the Duck Valley Reservation, Nevada"
"TRIBAL_CODE","642","Duckwater Shoshone Tribe of the Duckwater Reservation, Nevada"
"TRIBAL_CODE","644","Ely Shoshone Tribe of Nevada"
"TRIBAL_CODE","645","Paiute-Shoshone Tribe of the Fallon Reservation and Colony, Nevada"
"TRIBAL_CODE","646","Fort McDermitt Paiute and Shoshone Tribes of the Fort McDermitt Indian Reservation, Nevada and Oregon"
"TRIBAL_CODE","648","Las Vegas Tribe of Paiute Indians of the Las Vegas Indian Colony, Nevada"
"TRIBAL_CODE","649","Lovelock Paiute Tribe of the Lovelock Indian Colony, Nevada"
"TRIBAL_CODE","650","Moapa Band of Paiute Indians of the Moapa River Indian Reservation, Nevada"
"TRIBAL_CODE","651","Pyramid Lake Paiute Tribe of the Pyramid Lake Reservation, Nevada"
"TRIBAL_CODE","653","Reno-Sparks Indian Colony, Nevada"
"TRIBAL_CODE","655","Summit Lake Paiute Tribe of Nevada"
"TRIBAL_CODE","656","Walker River Paiute Tribe of the Walker River Reservation, Nevada"
"TRIBAL_CODE","659","Winnemucca Indian Colony of Nevada"
"TRIBAL_CODE","660","Yerington Paiute Tribe of the Yerington Colony Ranch, Nevada"
"TRIBAL_CODE","661","Yomba Shoshone Tribe of the Yomba Reservation, Nevada"
"TRIBAL_CODE","665","Pascua Yaqui Tribe of Arizona"
"TRIBAL_CODE","672","Washoe Tribe of Nevada"
"TRIBAL_CODE","674","Tonto Apache Tribe of Arizona"
"TRIBAL_CODE","681","Confederated Tribes of the Goshute Reservation, Nevada and Utah"
"TRIBAL_CODE","682","Skull Valley Band of Goshute Indians of Utah"
"TRIBAL_CODE","687","Ute Indian Tribe of the Uintah Reservation, Utah"
"TRIBAL_CODE","689","San Juan Southern Paiute Tribe of Arizona"
"TRIBAL_CODE","691","Bridgeport Paiute Indian Colony of California"
"TRIBAL_CODE","692","Paiute Indian Tribe of Utah"
"TRIBAL_CODE","693","Death Valley Timbi-Sha Shoshone Band of California"
"TRIBAL_CODE","695","Chemehuevi Indian Tribe of the Chemehuevi Reservation, California"
"TRIBAL_CODE","696","Quechan Tribe of the Fort Yuma Indian Reservation, California"
"TRIBAL_CODE","697","Lower Lake Rancheria, California"
"TRIBAL_CODE","701","Jicarilla Apache Nation, New Mexico"
"TRIBAL_CODE","702","Mescalero Apache Tribe of the Mescalero Reservation, New Mexico"
"TRIBAL_CODE","703","Pueblo of Acoma, New Mexico"
"TRIBAL_CODE","704","Pueblo of Cochiti, New Mexico"
"TRIBAL_CODE","705","Pueblo of Isleta, New Mexico"
"TRIBAL_CODE","706","Pueblo of Jemez, New Mexico"
"TRIBAL_CODE","707","Pueblo of Laguna, New Mexico"
"TRIBAL_CODE","708","Pueblo of Nambe, New Mexico"
"TRIBAL_CODE","709","Pueblo of Picuris, New Mexico"
"TRIBAL_CODE","710","Pueblo of Pojoaque, New Mexico"
"TRIBAL_CODE","711","Pueblo of Sandia, New Mexico"
"TRIBAL_CODE","712","Pueblo of San Felipe, New Mexico"
"TRIBAL_CODE","713","Pueblo of San Ildefonso, New Mexico"
"TRIBAL_CODE","714","Pueblo of San Juan, New Mexico"
"TRIBAL_CODE","715","Pueblo of Santa Ana, New Mexico"
"TRIBAL_CODE","716","Pueblo of Santa Clara, New Mexico"
"TRIBAL_CODE","717","Pueblo of Santo Domingo, New Mexico"
"TRIBAL_CODE","718","Pueblo of Taos, New Mexico"
"TRIBAL_CODE","719","Pueblo of Tesuque, New Mexico"
"TRIBAL_CODE","720","Pueblo of Zia, New Mexico"
"TRIBAL_CODE","721","Zuni Tribe of the Zuni Reservation, New Mexico"
"TRIBAL_CODE","725","Ysleta Del Sur Pueblo of Texas"
"TRIBAL_CODE","750","Southern Ute Indian Tribe of the Southern Ute Reservation, Colorado"
"TRIBAL_CODE","751","Ute Mountain Tribe of the Ute Mountain Reservation, Colorado, New Mexico"
"TRIBAL_CODE","780","Navajo Nation, Arizona, New Mexico"
"TRIBAL_CODE","801","Cheyenne-Arapaho Tribes of Oklahoma"
"TRIBAL_CODE","802","Kiowa Indian Tribe of Oklahoma"
"TRIBAL_CODE","803","Fort Sill Apache Tribe of Oklahoma"
"TRIBAL_CODE","804","Wichita and Affiliated Tribes, Oklahoma"
"TRIBAL_CODE","806","Caddo Indian Tribe of Oklahoma"
"TRIBAL_CODE","807","Delaware Nation, Oklahoma"
"TRIBAL_CODE","808","Comanche Nation, Oklahoma"
