SUBMISSIONYEARQUARTER,PWSID,PN_VIOLATION_ID,RELATED_VIOLATION_ID,COMPL_PER_BEGIN_DATE,COMPL_PER_END_DATE,NON_COMPL_PER_BEGIN_DATE,NON_COMPL_PER_END_DATE,VIOLATION_CODE,CONTAMINANT_CODE,FIRST_REPORTED_DATE,LAST_REPORTED_DATE
2025Q1,GA1850333,14,2,04/01/2020,06/30/2020,04/01/2020,06/30/2020,03,4006,03/28/2023,03/20/2025
2025Q1,GA1850333,14,3,04/01/2020,06/30/2020,04/01/2020,06/30/2020,03,4010,03/28/2023,03/20/2025
2025Q1,GA1410001,11627,11624,10/01/2019,,10/01/2019,03/28/2022,52,5000,02/23/2022,03/20/2025
2025Q1,GA0650000,20734,20732,02/01/2021,02/28/2021,02/01/2021,02/28/2021,3A,8000,11/17/2022,03/20/2025
2025Q1,GA1130016,10527,10515,12/01/2019,12/31/2019,12/01/2019,12/31/2019,3A,8000,02/23/2022,03/20/2025
2025Q1,GA3110103,331,323,09/01/2021,09/30/2021,09/01/2021,09/30/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA2790005,24068,24046,01/01/2020,03/31/2020,01/01/2020,03/31/2020,03,4000,02/23/2022,03/20/2025
2025Q1,GA2790005,24068,24047,01/01/2020,03/31/2020,01/01/2020,03/31/2020,03,4006,02/23/2022,03/20/2025
2025Q1,GA2790005,24068,24048,01/01/2020,03/31/2020,01/01/2020,03/31/2020,03,4010,02/23/2022,03/20/2025
2025Q1,GA0850027,2958,2956,12/01/2020,12/31/2020,12/01/2020,12/31/2020,3A,8000,05/25/2022,03/20/2025
2025Q1,GA2810012,11324,11320,01/01/2020,12/31/2020,01/01/2020,12/31/2020,03,1038,09/28/2022,03/20/2025
2025Q1,GA0370000,12033,12027,07/01/2020,06/30/2021,07/01/2020,06/30/2021,27,2950,11/28/2023,03/20/2025
2025Q1,GA0370000,12033,12028,07/01/2020,06/30/2021,07/01/2020,06/30/2021,27,2456,11/28/2023,03/20/2025
2025Q1,GA0510283,12,9,01/01/2022,03/31/2022,01/01/2022,03/31/2022,3A,8000,11/28/2023,03/20/2025
2025Q1,GA3110039,21113,21111,04/01/2022,04/30/2022,04/01/2022,04/30/2022,3A,8000,11/28/2023,03/20/2025
2025Q1,GA1070004,41960,41940,07/01/2022,07/31/2022,07/01/2022,07/31/2022,3A,8000,11/14/2024,03/20/2025
2025Q1,GA1790122,11224,11211,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1005,02/23/2022,03/20/2025
2025Q1,GA1790122,11224,11212,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1010,02/23/2022,03/20/2025
2025Q1,GA1790122,11224,11213,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1015,02/23/2022,03/20/2025
2025Q1,GA1790122,11224,11214,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1020,02/23/2022,03/20/2025
2025Q1,GA1790122,11224,11215,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1024,02/23/2022,03/20/2025
2025Q1,GA1790122,11224,11216,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1025,02/23/2022,03/20/2025
2025Q1,GA1790122,11224,11217,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1035,02/23/2022,03/20/2025
2025Q1,GA1790122,11224,11218,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1036,02/23/2022,03/20/2025
2025Q1,GA1790122,11224,11219,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1074,02/23/2022,03/20/2025
2025Q1,GA1790122,11224,11220,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1075,02/23/2022,03/20/2025
2025Q1,GA1790122,11224,11221,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1085,02/23/2022,03/20/2025
2025Q1,GA1790122,11224,11222,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1045,02/23/2022,03/20/2025
2025Q1,GA1790125,32123,32121,10/01/2021,,10/01/2021,03/03/2023,52,5000,05/17/2023,03/20/2025
2025Q1,GA1990003,31132,31131,02/01/2021,02/28/2021,02/01/2021,02/28/2021,3A,8000,11/17/2022,03/20/2025
2025Q1,GA0310002,10628,10624,05/01/2021,05/31/2021,05/01/2021,05/31/2021,3A,8000,11/17/2022,03/20/2025
2025Q1,GA0690034,458,449,07/01/2019,09/30/2019,07/01/2019,09/30/2019,03,4000,03/28/2023,03/20/2025
2025Q1,GA0690034,458,450,07/01/2019,09/30/2019,07/01/2019,09/30/2019,03,4006,03/28/2023,03/20/2025
2025Q1,GA0690034,458,451,07/01/2019,09/30/2019,07/01/2019,09/30/2019,03,4010,03/28/2023,03/20/2025
2025Q1,GA0510087,10717,10715,04/01/2021,06/30/2021,04/01/2021,06/30/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA1330042,30616,30615,07/01/2021,09/30/2021,07/01/2021,09/30/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA0310270,325,322,04/01/2019,06/30/2019,04/01/2019,06/30/2019,03,4010,03/28/2023,03/20/2025
2025Q1,GA0310270,325,320,04/01/2019,06/30/2019,04/01/2019,06/30/2019,03,4000,03/28/2023,03/20/2025
2025Q1,GA0310270,325,321,04/01/2019,06/30/2019,04/01/2019,06/30/2019,03,4006,03/28/2023,03/20/2025
2025Q1,GA0770137,7,5,01/01/2020,12/31/2020,01/01/2020,12/31/2020,03,1038,09/28/2022,03/20/2025
2025Q1,GA2590012,1534,1523,01/01/2014,12/31/2019,01/01/2014,12/31/2019,03,4000,03/28/2023,03/20/2025
2025Q1,GA2590012,1534,1524,01/01/2014,12/31/2019,01/01/2014,12/31/2019,03,4006,03/28/2023,03/20/2025
2025Q1,GA2590012,1534,1525,01/01/2014,12/31/2019,01/01/2014,12/31/2019,03,4010,03/28/2023,03/20/2025
2025Q1,GA0690054,2942,2935,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,4000,03/28/2023,03/20/2025
2025Q1,GA0690054,2942,2936,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,4006,03/28/2023,03/20/2025
2025Q1,GA0690054,2942,2937,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,4010,03/28/2023,03/20/2025
2025Q1,GA0090000,11743,11732,04/01/2023,06/30/2023,04/01/2023,06/30/2023,02,2456,11/14/2024,03/20/2025
2025Q1,GA2990019,11228,11217,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1015,02/23/2022,03/20/2025
2025Q1,GA2990019,11228,11218,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1020,02/23/2022,03/20/2025
2025Q1,GA2990019,11228,11219,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1024,02/23/2022,03/20/2025
2025Q1,GA2990019,11228,11220,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1025,02/23/2022,03/20/2025
2025Q1,GA2990019,11228,11221,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1035,02/23/2022,03/20/2025
2025Q1,GA2990019,11228,11222,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1036,02/23/2022,03/20/2025
2025Q1,GA2990019,11228,11223,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1074,02/23/2022,03/20/2025
2025Q1,GA2990019,11228,11224,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1075,02/23/2022,03/20/2025
2025Q1,GA2990019,11228,11225,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1085,02/23/2022,03/20/2025
2025Q1,GA2990019,11228,11226,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1045,02/23/2022,03/20/2025
2025Q1,GA2990019,11228,11215,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1005,02/23/2022,03/20/2025
2025Q1,GA2990019,11228,11216,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1010,02/23/2022,03/20/2025
2025Q1,GA0690036,61740,61732,01/01/2014,12/31/2019,01/01/2014,12/31/2019,03,4000,03/28/2023,03/20/2025
2025Q1,GA0690036,61740,61734,01/01/2014,12/31/2019,01/01/2014,12/31/2019,03,4010,03/28/2023,03/20/2025
2025Q1,GA0690036,61740,61733,01/01/2014,12/31/2019,01/01/2014,12/31/2019,03,4006,03/28/2023,03/20/2025
2025Q1,GA3030006,11729,11725,02/01/2021,02/28/2021,02/01/2021,02/28/2021,3A,8000,11/17/2022,03/20/2025
2025Q1,GA2810031,33236,33231,01/01/2020,12/31/2020,01/01/2020,12/31/2020,03,1038,09/28/2022,03/20/2025
2025Q1,GA0770016,34633,34601,01/01/2020,12/31/2020,01/01/2020,12/31/2020,03,1038,06/27/2022,03/20/2025
2025Q1,GA2210062,1030,1025,11/01/2021,11/30/2021,11/01/2021,11/30/2021,3A,8000,05/17/2023,03/20/2025
2025Q1,GA0310301,5,2,01/01/2021,03/31/2021,01/01/2021,03/31/2021,03,4000,03/28/2023,03/20/2025
2025Q1,GA0310301,5,3,01/01/2021,03/31/2021,01/01/2021,03/31/2021,03,4006,03/28/2023,03/20/2025
2025Q1,GA0310301,5,4,01/01/2021,03/31/2021,01/01/2021,03/31/2021,03,4010,03/28/2023,03/20/2025
2025Q1,GA1950003,11031,11028,10/01/2023,12/31/2023,10/01/2023,12/31/2023,02,1025,05/21/2024,03/20/2025
2025Q1,GA1630002,20429,20426,04/01/2022,04/30/2022,04/01/2022,04/30/2022,3A,8000,11/28/2023,03/20/2025
2025Q1,GA3090001,21235,21230,01/01/2020,03/31/2020,01/01/2020,03/31/2020,03,4000,03/28/2023,03/20/2025
2025Q1,GA3090001,21235,21231,01/01/2020,03/31/2020,01/01/2020,03/31/2020,03,4006,03/28/2023,03/20/2025
2025Q1,GA3090001,21235,21232,01/01/2020,03/31/2020,01/01/2020,03/31/2020,03,4010,03/28/2023,03/20/2025
2025Q1,GA0570076,3,2,07/01/2021,09/30/2021,07/01/2021,09/30/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA2410052,20723,20719,10/26/2021,,10/26/2021,--->,34,3014,03/28/2023,03/20/2025
2025Q1,GA2130002,10920,10918,09/01/2021,09/30/2021,09/01/2021,09/30/2021,3B,8000,03/28/2023,03/20/2025
2025Q1,GA0690034,459,454,04/01/2019,06/30/2019,04/01/2019,06/30/2019,03,4010,03/28/2023,03/20/2025
2025Q1,GA0690034,459,452,04/01/2019,06/30/2019,04/01/2019,06/30/2019,03,4000,03/28/2023,03/20/2025
2025Q1,GA0690034,459,453,04/01/2019,06/30/2019,04/01/2019,06/30/2019,03,4006,03/28/2023,03/20/2025
2025Q1,GA1030000,10216,10214,10/01/2019,,10/01/2019,--->,52,5000,02/23/2022,03/20/2025
2025Q1,GA1310049,1406,1005,01/01/2004,12/31/2004,01/01/2004,12/31/2004,27,2950,02/16/2006,03/12/2020
2025Q1,GA1310049,1406,1105,01/01/2004,12/31/2004,01/01/2004,12/31/2004,27,2456,02/16/2006,03/12/2020
2025Q1,GA3050086,506,205,01/01/2004,12/31/2004,01/01/2004,12/31/2004,27,2950,02/16/2006,06/18/2018
2025Q1,GA3050086,506,305,01/01/2004,12/31/2004,01/01/2004,12/31/2004,27,2456,02/16/2006,06/18/2018
2025Q1,GA1870074,500,485,07/01/2020,09/30/2020,07/01/2020,09/30/2020,03,1005,09/28/2022,03/20/2025
2025Q1,GA1870074,500,486,07/01/2020,09/30/2020,07/01/2020,09/30/2020,03,1010,09/28/2022,03/20/2025
2025Q1,GA1870074,500,487,07/01/2020,09/30/2020,07/01/2020,09/30/2020,03,1015,09/28/2022,03/20/2025
2025Q1,GA1870074,500,488,07/01/2020,09/30/2020,07/01/2020,09/30/2020,03,1020,09/28/2022,03/20/2025
2025Q1,GA1870074,500,489,07/01/2020,09/30/2020,07/01/2020,09/30/2020,03,1024,09/28/2022,03/20/2025
2025Q1,GA1870074,500,490,07/01/2020,09/30/2020,07/01/2020,09/30/2020,03,1025,09/28/2022,03/20/2025
2025Q1,GA1870074,500,491,07/01/2020,09/30/2020,07/01/2020,09/30/2020,03,1035,09/28/2022,03/20/2025
2025Q1,GA1870074,500,492,07/01/2020,09/30/2020,07/01/2020,09/30/2020,03,1036,09/28/2022,03/20/2025
2025Q1,GA1870074,500,493,07/01/2020,09/30/2020,07/01/2020,09/30/2020,03,1074,09/28/2022,03/20/2025
2025Q1,GA1870074,500,494,07/01/2020,09/30/2020,07/01/2020,09/30/2020,03,1075,09/28/2022,03/20/2025
2025Q1,GA1870074,500,495,07/01/2020,09/30/2020,07/01/2020,09/30/2020,03,1085,09/28/2022,03/20/2025
2025Q1,GA1870074,500,496,07/01/2020,09/30/2020,07/01/2020,09/30/2020,03,1045,09/28/2022,03/20/2025
2025Q1,GA0510083,10832,10828,10/01/2021,,10/01/2021,02/15/2024,52,5000,05/17/2023,03/20/2025
2025Q1,GA0510270,10106,10104,04/01/2020,04/30/2020,04/01/2020,04/30/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1090007,50946,50930,07/01/2019,07/31/2019,07/01/2019,07/31/2019,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1330067,10828,10821,07/01/2020,09/30/2020,07/01/2020,09/30/2020,03,4000,03/28/2023,03/20/2025
2025Q1,GA1330067,10828,10822,07/01/2020,09/30/2020,07/01/2020,09/30/2020,03,4006,03/28/2023,03/20/2025
2025Q1,GA1330067,10828,10823,07/01/2020,09/30/2020,07/01/2020,09/30/2020,03,4010,03/28/2023,03/20/2025
2025Q1,GA1830008,83629,83628,10/01/2021,,10/01/2021,07/03/2023,52,5000,05/17/2023,03/20/2025
2025Q1,GA2410122,1320,1319,01/01/2021,01/31/2021,01/01/2021,01/31/2021,3B,8000,06/27/2022,03/20/2025
2025Q1,GA2170028,12033,12028,11/01/2021,11/30/2021,11/01/2021,11/30/2021,3A,8000,05/17/2023,03/20/2025
2025Q1,GA0850012,11924,11922,11/01/2021,11/30/2021,11/01/2021,11/30/2021,3A,8000,05/17/2023,03/20/2025
2025Q1,GA1850070,21127,21126,10/01/2022,12/31/2022,10/01/2022,12/31/2022,02,2456,11/28/2023,03/20/2025
2025Q1,GA1090006,10721,10720,10/01/2020,,10/01/2020,--->,52,5000,05/25/2022,03/20/2025
2025Q1,GA3030044,5,2,10/01/2020,12/31/2020,10/01/2020,12/31/2020,3A,8000,05/25/2022,03/20/2025
2025Q1,GA1190002,31021,31020,08/01/2020,08/31/2020,08/01/2020,08/31/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1890001,12945,12939,07/01/2022,09/30/2022,07/01/2022,09/30/2022,02,2950,03/28/2023,03/20/2025
2025Q1,GA0770016,34620,34580,08/08/2019,,08/08/2019,05/02/2023,34,3014,02/23/2022,03/20/2025
2025Q1,GA0770016,34620,34581,10/12/2019,,10/12/2019,05/02/2023,34,3014,02/23/2022,03/20/2025
2025Q1,GA1450003,21432,21393,07/01/2021,09/30/2021,07/01/2021,09/30/2021,03,1005,11/28/2023,03/20/2025
2025Q1,GA1450003,21432,21394,07/01/2021,09/30/2021,07/01/2021,09/30/2021,03,1010,11/28/2023,03/20/2025
2025Q1,GA1450003,21432,21395,07/01/2021,09/30/2021,07/01/2021,09/30/2021,03,1015,11/28/2023,03/20/2025
2025Q1,GA1450003,21432,21396,07/01/2021,09/30/2021,07/01/2021,09/30/2021,03,1020,11/28/2023,03/20/2025
2025Q1,GA1450003,21432,21397,07/01/2021,09/30/2021,07/01/2021,09/30/2021,03,1024,11/28/2023,03/20/2025
2025Q1,GA1450003,21432,21398,07/01/2021,09/30/2021,07/01/2021,09/30/2021,03,1025,11/28/2023,03/20/2025
2025Q1,GA1450003,21432,21399,07/01/2021,09/30/2021,07/01/2021,09/30/2021,03,1035,11/28/2023,03/20/2025
2025Q1,GA1450003,21432,21400,07/01/2021,09/30/2021,07/01/2021,09/30/2021,03,1036,11/28/2023,03/20/2025
2025Q1,GA1450003,21432,21401,07/01/2021,09/30/2021,07/01/2021,09/30/2021,03,1074,11/28/2023,03/20/2025
2025Q1,GA1450003,21432,21402,07/01/2021,09/30/2021,07/01/2021,09/30/2021,03,1075,11/28/2023,03/20/2025
2025Q1,GA1450003,21432,21403,07/01/2021,09/30/2021,07/01/2021,09/30/2021,03,1085,11/28/2023,03/20/2025
2025Q1,GA1450003,21432,21404,07/01/2021,09/30/2021,07/01/2021,09/30/2021,03,1045,11/28/2023,03/20/2025
2025Q1,GA1950003,11027,11024,01/01/2023,03/31/2023,01/01/2023,03/31/2023,02,1025,11/28/2023,03/20/2025
2025Q1,GA0590004,30628,30624,08/09/2022,,08/09/2022,--->,34,3014,11/14/2024,03/20/2025
2025Q1,GA0950065,10104,10101,04/01/2021,06/30/2021,04/01/2021,06/30/2021,03,4000,03/28/2023,03/20/2025
2025Q1,GA0950065,10104,10102,04/01/2021,06/30/2021,04/01/2021,06/30/2021,03,4006,03/28/2023,03/20/2025
2025Q1,GA0950065,10104,10103,04/01/2021,06/30/2021,04/01/2021,06/30/2021,03,4010,03/28/2023,03/20/2025
2025Q1,GA0290053,50616,50613,01/01/2020,12/31/2020,01/01/2020,12/31/2020,03,1038,09/28/2022,03/20/2025
2025Q1,GA1850139,41807,41706,04/01/2006,06/30/2006,04/01/2006,06/30/2006,23,3100,11/22/2006,11/16/2009
2025Q1,GA1850139,41807,41606,01/01/2006,03/31/2006,01/01/2006,03/31/2006,23,3100,11/22/2006,11/16/2009
2025Q1,GA1090001,51058,51046,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1005,02/23/2022,03/20/2025
2025Q1,GA1090001,51058,51047,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1010,02/23/2022,03/20/2025
2025Q1,GA1090001,51058,51048,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1015,02/23/2022,03/20/2025
2025Q1,GA1090001,51058,51049,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1020,02/23/2022,03/20/2025
2025Q1,GA1090001,51058,51050,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1024,02/23/2022,03/20/2025
2025Q1,GA1090001,51058,51051,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1025,02/23/2022,03/20/2025
2025Q1,GA1090001,51058,51052,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1035,02/23/2022,03/20/2025
2025Q1,GA1090001,51058,51053,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1036,02/23/2022,03/20/2025
2025Q1,GA1090001,51058,51054,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1074,02/23/2022,03/20/2025
2025Q1,GA1090001,51058,51055,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1075,02/23/2022,03/20/2025
2025Q1,GA1090001,51058,51056,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1085,02/23/2022,03/20/2025
2025Q1,GA1090001,51058,51057,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1045,02/23/2022,03/20/2025
2025Q1,GA1230045,20519,20516,05/01/2021,05/31/2021,05/01/2021,05/31/2021,3A,8000,11/17/2022,03/20/2025
2025Q1,GA0770016,34603,34567,05/24/2018,,05/24/2018,05/02/2023,34,3014,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34568,07/01/2018,07/31/2018,07/01/2018,07/31/2018,3A,8000,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34569,09/01/2018,09/30/2018,09/01/2018,09/30/2018,3A,8000,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34571,10/01/2018,10/31/2018,10/01/2018,10/31/2018,3A,8000,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34576,05/01/2019,05/31/2019,05/01/2019,05/31/2019,3A,8000,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34577,06/01/2019,06/30/2019,06/01/2019,06/30/2019,3A,8000,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34578,08/24/2019,,08/24/2019,05/02/2023,2A,8000,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34579,10/01/2019,,10/01/2019,05/02/2023,52,5000,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34580,08/08/2019,,08/08/2019,05/02/2023,34,3014,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34581,10/12/2019,,10/12/2019,05/02/2023,34,3014,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34584,01/01/2019,12/31/2019,01/01/2019,12/31/2019,03,1038,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34585,10/12/2019,,10/12/2019,05/02/2023,34,3014,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34586,06/25/2017,,06/25/2017,05/02/2023,45,0700,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34587,06/25/2017,,06/25/2017,05/02/2023,45,0700,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34588,12/01/2019,12/31/2019,12/01/2019,12/31/2019,3A,8000,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34589,02/01/2020,02/29/2020,02/01/2020,02/29/2020,3A,8000,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34590,03/01/2020,03/31/2020,03/01/2020,03/31/2020,3A,8000,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34591,05/15/2020,,05/15/2020,05/02/2023,34,3014,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34592,06/01/2020,06/30/2020,06/01/2020,06/30/2020,3A,8000,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34596,10/01/2020,10/31/2020,10/01/2020,10/31/2020,3A,8000,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34597,11/01/2020,11/30/2020,11/01/2020,11/30/2020,3A,8000,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34599,01/14/2021,,01/14/2021,05/02/2023,34,3014,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34600,01/01/2021,01/31/2021,01/01/2021,01/31/2021,3A,8000,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34601,01/01/2020,12/31/2020,01/01/2020,12/31/2020,03,1038,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34602,02/14/2021,,02/14/2021,05/02/2023,45,0700,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34594,07/01/2020,07/31/2020,07/01/2020,07/31/2020,3A,8000,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34595,09/15/2020,,09/15/2020,05/02/2023,34,3014,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34566,01/01/2018,01/31/2018,01/01/2018,01/31/2018,3A,8000,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34570,06/09/2018,,06/09/2018,05/02/2023,2A,8000,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34572,12/01/2018,12/31/2018,12/01/2018,12/31/2018,3A,8000,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34573,10/01/2018,,10/01/2018,05/02/2023,52,5000,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34574,01/01/2019,01/31/2019,01/01/2019,01/31/2019,3A,8000,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34575,02/01/2019,02/28/2019,02/01/2019,02/28/2019,3A,8000,06/17/2021,03/20/2025
2025Q1,GA0770016,34603,34593,06/12/2020,,06/12/2020,05/02/2023,34,3014,06/17/2021,03/20/2025
2025Q1,GA1850025,2759,2752,10/01/2022,12/31/2022,10/01/2022,12/31/2022,02,2950,11/28/2023,03/20/2025
2025Q1,GA0770016,34622,34579,10/01/2019,,10/01/2019,05/02/2023,52,5000,02/23/2022,03/20/2025
2025Q1,GA0650000,20735,20733,10/01/2021,10/31/2021,10/01/2021,10/31/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA0310270,324,319,10/01/2020,,10/01/2020,--->,52,5000,05/25/2022,03/20/2025
2025Q1,GA2590001,11423,11420,10/01/2020,,10/01/2020,--->,52,5000,05/25/2022,03/20/2025
2025Q1,GA0190000,21122,21120,09/01/2019,09/30/2019,09/01/2019,09/30/2019,3A,8000,02/23/2022,03/20/2025
2025Q1,GA2450002,61049,61036,10/01/2020,09/30/2021,10/01/2020,09/30/2021,27,2950,11/28/2023,03/20/2025
2025Q1,GA2450002,61049,61037,10/01/2020,09/30/2021,10/01/2020,09/30/2021,27,2456,11/28/2023,03/20/2025
2025Q1,GA0770016,34628,34597,11/01/2020,11/30/2020,11/01/2020,11/30/2020,3A,8000,05/25/2022,03/20/2025
2025Q1,GA0770016,34655,34614,11/01/2021,11/30/2021,11/01/2021,11/30/2021,3A,8000,05/17/2023,03/20/2025
2025Q1,GA0030001,41038,41037,11/05/2022,,11/05/2022,11/08/2022,34,3014,08/12/2024,03/20/2025
2025Q1,GA1910014,11218,11216,10/01/2021,,10/01/2021,02/06/2024,52,5000,05/17/2023,03/20/2025
2025Q1,GA0690039,10114,10109,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,4000,03/28/2023,03/20/2025
2025Q1,GA0690039,10114,10110,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,4006,03/28/2023,03/20/2025
2025Q1,GA0690039,10114,10111,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,4010,03/28/2023,03/20/2025
2025Q1,GA3010001,12774,12769,04/01/2022,06/30/2022,04/01/2022,06/30/2022,02,2950,03/28/2023,03/20/2025
2025Q1,GA2470005,42129,42127,06/25/2020,,06/25/2020,12/01/2020,34,3014,02/23/2022,03/20/2025
2025Q1,GA2170019,43222,43220,04/01/2020,04/30/2020,04/01/2020,04/30/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1950057,113,112,04/01/2021,06/30/2021,04/01/2021,06/30/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA1850274,11534,11528,01/01/2022,03/31/2022,01/01/2022,03/31/2022,02,2456,09/28/2022,03/20/2025
2025Q1,GA1070005,20840,20835,11/01/2020,11/30/2020,11/01/2020,11/30/2020,3A,8000,05/25/2022,03/20/2025
2025Q1,GA1450044,221,216,07/01/2019,09/30/2019,07/01/2019,09/30/2019,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1070004,41947,41936,10/01/2021,10/31/2021,10/01/2021,10/31/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA1910061,30714,30713,10/01/2021,,10/01/2021,02/06/2024,52,5000,05/17/2023,03/20/2025
2025Q1,GA2790005,24073,24056,01/01/2021,03/31/2021,01/01/2021,03/31/2021,03,4000,02/23/2022,03/20/2025
2025Q1,GA2790005,24073,24057,01/01/2021,03/31/2021,01/01/2021,03/31/2021,03,4006,02/23/2022,03/20/2025
2025Q1,GA2790005,24073,24058,01/01/2021,03/31/2021,01/01/2021,03/31/2021,03,4010,02/23/2022,03/20/2025
2025Q1,GA2810031,33235,33230,08/18/2020,,08/18/2020,04/22/2022,34,3014,02/23/2022,03/20/2025
2025Q1,GA1790096,61418,61417,01/01/2020,12/31/2020,01/01/2020,12/31/2020,03,1038,09/28/2022,03/20/2025
2025Q1,GA1830024,21019,21017,12/01/2020,12/31/2020,12/01/2020,12/31/2020,3A,8000,05/25/2022,03/20/2025
2025Q1,GA2130036,11017,11016,11/01/2020,11/30/2020,11/01/2020,11/30/2020,3B,8000,05/25/2022,03/20/2025
2025Q1,GA1310022,281056,281016,08/01/2019,08/31/2019,08/01/2019,08/31/2019,3A,8000,02/23/2022,03/20/2025
2025Q1,GA0690054,2940,2938,08/30/2020,,08/30/2020,--->,2A,8000,02/23/2022,03/20/2025
2025Q1,GA1750133,20,3,01/01/2021,12/31/2021,01/01/2021,12/31/2021,03,1038,11/28/2023,03/20/2025
2025Q1,GA2790005,24085,24084,10/01/2022,12/31/2022,10/01/2022,12/31/2022,02,4010,11/28/2023,03/20/2025
