SUBMISSIONYEARQUARTER,PWSID,EVENT_SCHEDULE_ID,EVENT_END_DATE,EVENT_ACTUAL_DATE,EVENT_COMMENTS_TEXT,EVENT_MILESTONE_CODE,EVENT_REASON_CODE,FIRST_REPORTED_DATE,LAST_REPORTED_DATE
2025Q1,GA0150004,LSLI-GA70827,10/15/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA0150028,LSLI-GA70829,10/02/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA0150056,COR-GA214042288,08/03/2015,08/12/2015,120 DAYS TO COMPLETE ACTION GWR;PS1-POTENTUAL FOR CONTAMINATION AT PUMP STATION-Well house and well needs significant attention.,SDFF,GW,11/19/2015,03/12/2020
2025Q1,GA0150056,COR-GA435383367,08/31/2020,11/02/2020,120 DAYS TO COMPLETE ACTION GWR;MG7-OTHER-Facility's permit is expired.,SDFF,GW,02/16/2021,12/21/2023
2025Q1,GA0150056,TTT-GA489975233669,11/23/2021,10/27/2021,LVL1 TTT TC+/EC- WO RPTS;5233669;Sample Lab ID:BS79108 Sample Collection Date:2021-09-27 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TC,02/23/2022,12/18/2024
2025Q1,GA0150100,TTT-GA434494818980,06/30/2020,06/25/2020,LVL1 TTT MULTIPLE TC +;4818980;Sample Lab ID:05-03335 Sample Collection Date:2020-05-26 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,08/06/2020,09/27/2023
2025Q1,GA0170000,COR-GA339193073,10/04/2018,01/22/2019,120 DAYS TO COMPLETE ACTION GWR;SR1-SOURCE SUSCEPTIBLE TO SANITARY RISK-The mushroom cap was missing from the vent riser.,SDFF,GW,05/21/2019,03/17/2022
2025Q1,GA0170000,COR-GA339203074,03/04/2019,03/15/2019,"120 DAYS TO COMPLETE ACTION GWR;OC2-INADEQUATE OPERATOR CERTIFICATION CLASSIFICATION LEVEL-Mr. Stubbs is a class III operator, the facility requires a class II.",SDFF,GW,05/21/2019,03/17/2022
2025Q1,GA0170000,LSLI-GA71751,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA0170000,TTT-GA735846073932,08/02/2024,08/26/2024,LVL1 TTT MULTIPLE TC +;6073932;Sample Lab ID:2409161 Sample Collection Date:2024-07-01 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,09/19/2024,03/20/2025
2025Q1,GA0190001,LSLI-GA70831,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA0190003,LSLI-GA72177,10/10/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA0190006,TTT-GA595660,07/10/2022,08/08/2022,LVL1 TTT MULTIPLE TC +;0;Sample Lab ID: Sample Collection Date: Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,11/17/2022,03/20/2025
2025Q1,GA0210001,61,,03/25/1997,,DEEM,B3,09/22/2004,09/22/2004
2025Q1,GA0210001,LSLI-GA72179,10/12/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/11/2025,03/20/2025
2025Q1,GA0210004,62,,08/18/1998,,DONE,B1,11/15/2005,05/18/2007
2025Q1,GA0210004,63,,08/18/1998,,DONE,B1,09/22/2004,09/22/2004
2025Q1,GA0210004,64,,08/23/2000,,DONE,B1,11/15/2005,05/18/2007
2025Q1,GA0210004,65,,08/23/2000,,DONE,B1,09/22/2004,09/22/2004
2025Q1,GA0210005,66,,02/27/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0210005,67,,02/27/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0210006,70,,09/09/1998,,DONE,B1,11/15/2005,05/18/2007
2025Q1,GA0210006,71,,09/09/1998,,DONE,B1,09/22/2004,09/22/2004
2025Q1,GA0210006,72,,12/20/2001,,DONE,B1,11/15/2005,05/18/2007
2025Q1,GA0210006,73,,12/20/2001,,DONE,B1,09/22/2004,09/22/2004
2025Q1,GA0210007,73,,02/25/1995,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0210007,74,,02/25/1995,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0210007,75,,09/12/1997,,DONE,B1,11/15/2005,05/18/2007
2025Q1,GA0210007,76,,09/12/1997,,DONE,B1,09/22/2004,09/22/2004
2025Q1,GA0210007,77,,12/17/2001,,DONE,B1,11/15/2005,05/18/2007
2025Q1,GA0210007,78,,12/17/2001,,DONE,B1,09/22/2004,09/22/2004
2025Q1,GA0210008,78,,03/23/1993,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0210012,79,,03/03/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0210012,81,,08/31/1998,,DONE,B1,11/15/2005,05/18/2007
2025Q1,GA0210012,LSLI-GA69825,10/18/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA0210012,TTT-GA596025438221,08/02/2022,07/07/2022,LVL1 TTT TC+/EC- WO RPTS;5438221;Sample Lab ID:BS93862 Sample Collection Date:2022-06-07 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TC,11/17/2022,03/20/2025
2025Q1,GA0210021,82,,03/02/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0210022,84,,04/26/1995,,DONE,B1,11/15/2005,05/18/2007
2025Q1,GA0210024,85,,02/25/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0210024,86,,02/25/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0210001,60,,03/25/1997,,DEEM,B3,05/18/2006,05/18/2007
2025Q1,GA0210008,79,,03/23/1993,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0210012,80,,03/03/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0210012,82,,08/31/1998,,DONE,B1,09/22/2004,09/22/2004
2025Q1,GA0210021,83,,03/02/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0210022,85,,04/26/1995,,DONE,B1,09/22/2004,09/22/2004
2025Q1,GA0210012,PBSL-GA74476,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA0210025,86,,05/25/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0210025,87,,05/25/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0210065,88,,12/23/1997,,DONE,B1,11/15/2005,05/18/2007
2025Q1,GA0210065,89,,12/23/1997,,DONE,B1,09/22/2004,09/22/2004
2025Q1,GA0210065,90,,10/13/2003,,DONE,B1,11/15/2005,06/18/2018
2025Q1,GA0210075,91,,03/03/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0210075,92,,03/03/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0210075,93,,08/27/1998,,DONE,B1,11/15/2005,05/18/2007
2025Q1,GA0210075,94,,08/27/1998,,DONE,B1,09/22/2004,09/22/2004
2025Q1,GA0210075,95,,12/18/2002,,DONE,B1,11/15/2005,05/18/2007
2025Q1,GA0210075,LSLI-GA71301,10/15/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA0210075,TTT-GA396884644007,09/12/2019,09/26/2019,LVL1 TTT MULTIPLE TC +;4644007;Sample Lab ID:BS32961 Sample Collection Date:2019-08-27 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,02/10/2020,03/28/2023
2025Q1,GA0210078,97,,04/12/1995,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0210078,98,,04/12/1995,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0230000,98,,04/16/1993,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0230000,99,,04/16/1993,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0230000,LSLI-GA69345,11/06/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA0230001,100,,06/10/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0230001,99,,06/10/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0230003,100,,01/18/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0230003,101,,01/18/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0230003,LSLI-GA69829,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/11/2025,03/20/2025
2025Q1,GA0230026,COR-GA214892464,08/08/2012,08/30/2012,120 DAYS TO COMPLETE ACTION GWR;OC1-NO CERTIFIED OPERATOR-Operator Certification had expired.,SDFF,GW,11/19/2015,09/28/2022
2025Q1,GA0250000,101,,03/01/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0250000,102,,03/01/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0250000,103,,12/01/1999,,DONE,B1,11/15/2005,05/18/2007
2025Q1,GA0250000,104,,12/01/1999,,DONE,B1,09/22/2004,09/22/2004
2025Q1,GA0250000,LSLI-GA69347,10/03/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA0250002,104,,02/04/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0250002,LSLI-GA69831,12/19/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA0250003,105,,02/28/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0250004,106,,06/22/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0250004,LSLI-GA70833,10/12/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA0250006,107,,09/07/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0250006,LSLI-GA71753,10/12/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA0250014,109,,04/26/1995,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0250014,LSLI-GA70835,09/05/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,09/19/2024,03/20/2025
2025Q1,GA0250019,111,,10/11/1995,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0250020,112,,01/20/1999,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0250020,113,,01/20/1999,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0250020,COR-GA244502481,03/08/2016,05/06/2016,120 DAYS TO COMPLETE ACTION GWR;ST1-TANK INADEQUATLY SEALED-,SDFF,GW,08/20/2016,03/20/2025
2025Q1,GA0250020,LSLI-GA71755,07/26/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,08/12/2024,03/20/2025
2025Q1,GA0250021,113,,11/11/2002,,DEEM,B1,11/15/2005,06/18/2018
2025Q1,GA0250021,LSLI-GA71303,08/30/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA0250022,114,,10/03/2000,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0250022,115,,10/03/2000,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0250022,LSLI-GA71757,09/05/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,09/19/2024,03/20/2025
2025Q1,GA0250023,115,,03/28/2002,,DEEM,B1,11/15/2005,03/21/2012
2025Q1,GA0250023,116,,03/28/2002,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0250023,LSLI-GA71759,10/11/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA0250026,LSLI-GA69781,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA0250028,LSLI-GA71249,07/26/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,08/12/2024,03/20/2025
2025Q1,GA0270000,116,,01/10/1995,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0270000,LSLI-GA71305,08/27/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA0270001,117,,02/23/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0270002,118,,04/22/1993,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0270002,LSLI-GA71761,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA0270002,TTT-GA255793977310,10/31/2016,11/10/2016,LVL1 TTT MULTIPLE TC +;3977310;Sample Lab ID:10-16-111 Sample Collection Date:2016-10-11 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,03/09/2017,03/12/2020
2025Q1,GA0270002,TTT-GA605835562047,11/02/2022,11/18/2022,LVL1 TTT MULTIPLE TC +;5562047;Sample Lab ID:2213341 Sample Collection Date:2022-10-19 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,02/15/2023,03/20/2025
2025Q1,GA0270006,119,,12/30/1999,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0270006,120,,12/30/1999,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0210078,LSLI-GA69827,10/15/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA0250003,LSLI-GA69833,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA0210078,TTT-GA432394696676,11/27/2019,11/27/2019,LVL1 TTT MULTIPLE TC +;4696676;Sample Lab ID:BS36692 Sample Collection Date:2019-10-28 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,03/12/2020,03/28/2023
2025Q1,GA0250002,105,,02/04/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0250003,106,,02/28/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0250004,107,,06/22/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0250006,108,,09/07/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0250014,110,,04/26/1995,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0250019,112,,10/11/1995,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0270000,117,,01/10/1995,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0270001,118,,02/23/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0270002,119,,04/22/1993,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0250004,PBSL-GA74477,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA0250006,PBSL-GA74478,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA0250019,LSLI-GA69835,09/05/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,09/19/2024,03/20/2025
2025Q1,GA0270000,PBSL-GA74479,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA0270001,LSLI-GA70341,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA0270006,LSLI-GA70837,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA0270007,120,,03/02/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0270007,121,,03/02/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0270009,121,,10/16/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0270009,122,,10/16/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0270009,LSLI-GA69837,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA0270010,122,,04/14/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0270010,123,,04/14/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0270010,COR-GA215732488,02/16/2016,07/05/2016,120 DAYS TO COMPLETE ACTION GWR;SR1-SOURCE SUSCEPTIBLE TO SANITARY RISK-Screen missing from vent riser; installed screen during inspection. Eletrical conduit exposed; sealed with tape during inspection.,SDFF,GW,11/23/2016,03/12/2020
2025Q1,GA0270010,COR-GA215742489,02/16/2016,07/05/2016,120 DAYS TO COMPLETE ACTION GWR;SR1-SOURCE SUSCEPTIBLE TO SANITARY RISK-Screen missing from vent riser; screen installed during inspection,SDFF,GW,11/23/2016,03/12/2020
2025Q1,GA0270010,LSLI-GA72653,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA0270011,123,,02/27/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0270011,124,,02/27/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0270027,124,,03/04/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0270027,125,,03/04/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0270027,LSLI-GA72655,09/13/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA0270028,LSLI-GA72657,10/11/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA0270029,125,,05/31/1995,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0270029,126,,05/31/1995,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0270029,LSLI-GA71307,07/23/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,08/12/2024,03/20/2025
2025Q1,GA0270030,126,,04/04/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0270030,127,,04/04/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0270033,127,,04/13/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0270033,128,,04/13/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0270034,128,,02/27/1996,,DEEM,B1,11/22/2006,05/18/2007
2025Q1,GA0270034,129,,02/27/1996,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0270036,129,,10/22/2003,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0270036,COR-GA242742520,06/25/2016,09/30/2016,120 DAYS TO COMPLETE ACTION GWR;MR2-ETT FOR NO/LOW DISINFECTION RESIDUAL-,SDFF,GW,11/23/2016,03/12/2020
2025Q1,GA0270036,COR-GA656643616,12/06/2023,03/07/2024,120 DAYS TO COMPLETE ACTION GWR;SR1-SOURCE SUSCEPTIBLE TO SANITARY RISK-,SDFF,GW,02/28/2024,03/20/2025
2025Q1,GA0270036,LSLI-GA70343,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA0270037,130,,05/22/2001,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0270038,LSLI-GA71765,10/09/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA0270038,PBSL-GA74480,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA0270039,LSLI-GA70239,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA0290000,131,,05/27/1993,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0290000,132,,05/27/1993,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0290000,LSLI-GA71309,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA0290000,TTT-GA296814226521,12/01/2017,12/20/2017,LVL1 TTT MULTIPLE TC +;4226521;Sample Lab ID:BR90954 Sample Collection Date:2017-11-20 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,02/21/2018,03/17/2021
2025Q1,GA0290000,TTT-GA488925188798,10/28/2021,09/09/2021,LVL1 TTT TC+/EC- WO RPTS;5188798;Sample Lab ID:BS76409 Sample Collection Date:2021-08-10 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TC,11/22/2021,12/18/2024
2025Q1,GA0290000,TTT-GA491695262628,11/03/2021,11/19/2021,LVL2 TTT TC+/EC- WO RPTS 2ND LVL 1 12 MN;5262628;Sample Lab ID:BS80726 Sample Collection Date:2021-10-20 Assessment conducted: Site Visit/Assessment Number:,RTL2,L2TB,02/23/2022,12/18/2024
2025Q1,GA0290001,132,,01/25/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0290001,133,,01/25/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0290001,LSLI-GA72183,10/15/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA0290002,133,,02/24/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0290002,134,,02/24/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0290004,134,,07/26/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0290004,135,,07/26/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0290004,136,,09/28/1998,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0290004,137,,09/28/1998,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0290004,LSLI-GA72185,10/12/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA0290005,137,,07/27/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0290005,138,,07/27/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0290005,LSLI-GA69349,10/12/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA0290005,PBSL-GA74482,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA0290006,138,,07/25/1995,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0290006,139,,07/25/1995,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0290006,LSLI-GA69351,10/12/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA0290006,PBSL-GA74483,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA0290008,139,,07/26/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0290008,140,,07/26/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0290008,LSLI-GA69839,10/12/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA0290009,141,,03/28/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0290009,142,,03/28/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0290009,LSLI-GA69841,10/17/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/11/2025,03/20/2025
2025Q1,GA0290010,142,,07/26/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0290010,143,,07/26/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0290010,LSLI-GA72187,10/13/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA0290011,143,,07/26/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0290011,144,,07/26/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0290011,PBSL-GA74486,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA0290012,140,,02/25/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0290012,141,,02/25/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0290013,144,,12/08/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0290013,145,,12/08/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0290013,LSLI-GA71769,10/12/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA0290014,145,,03/24/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0290014,146,,03/24/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0290014,LSLI-GA69843,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA0290015,146,,06/15/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0290015,147,,06/15/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0290015,LSLI-GA71311,07/26/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,08/12/2024,03/20/2025
2025Q1,GA0290017,147,,01/17/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0290017,148,,01/17/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0290017,LSLI-GA69353,10/08/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA0290018,TTT-GA594760,04/27/2022,05/26/2022,LVL1 TTT MULTIPLE TC +;0;Sample Lab ID: Sample Collection Date: Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,08/16/2022,03/20/2025
2025Q1,GA0290020,148,,06/16/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0290020,149,,06/16/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0290020,LSLI-GA72659,10/12/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA0290020,PBSL-GA74488,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA0290021,149,,06/15/1994,,DEEM,B1,11/15/2005,05/18/2007
2025Q1,GA0290021,150,,06/15/1994,,DEEM,B1,09/22/2004,09/22/2004
2025Q1,GA0290021,PBSL-GA74489,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA0290022,150,,03/02/1994,,DEEM,B1,11/15/2005,05/18/2007
