SUBMISSIONYEARQUARTER,PWSID,VISIT_ID,VISIT_DATE,AGENCY_TYPE_CODE,VISIT_REASON_CODE,MANAGEMENT_OPS_EVAL_CODE,SOURCE_WATER_EVAL_CODE,SECURITY_EVAL_CODE,PUMPS_EVAL_CODE,OTHER_EVAL_CODE,COMPLIANCE_EVAL_CODE,DATA_VERIFICATION_EVAL_CODE,TREATMENT_EVAL_CODE,FINISHED_WATER_STOR_EVAL_CODE,DISTRIBUTION_EVAL_CODE,FINANCIAL_EVAL_CODE,VISIT_COMMENTS,FIRST_REPORTED_DATE,LAST_REPORTED_DATE
2025Q1,GA0110026,17,12/03/2008,ST,TRTP,R,R,,X,X,X,X,R,X,X,,,03/13/2009,03/21/2012
2025Q1,GA0110026,18,04/09/2009,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,08/20/2009,06/18/2018
2025Q1,GA0110026,19,07/06/2009,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,11/16/2009,06/18/2018
2025Q1,GA0110026,2,04/08/2003,ST,TECH,X,X,,X,X,X,X,X,X,X,,,11/15/2005,05/18/2006
2025Q1,GA0110026,20,06/16/2010,ST,SNSV,R,M,R,M,X,R,M,M,M,M,R,2 days to compete inspections of treatment and distribution,11/29/2010,03/12/2020
2025Q1,GA0110026,21,02/14/2011,ST,TRTP,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,08/21/2012,06/18/2018
2025Q1,GA0110026,22,03/08/2011,ST,TRTP,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,08/21/2012,06/18/2018
2025Q1,GA0110026,23,08/11/2011,ST,TRTP,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,08/21/2012,06/18/2018
2025Q1,GA0110026,24,03/08/2010,ST,TRTP,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,08/21/2012,06/18/2018
2025Q1,GA0110026,26,01/23/2012,ST,SRCE,Z,M,R,Z,Z,Z,Z,Z,Z,Z,Z,Inspected plant reservoir-issues with public access/trespassing.,08/21/2012,03/12/2020
2025Q1,GA0110026,28,02/10/2015,ST,SSVF,N,N,N,N,Z,N,N,N,N,N,N,,06/29/2015,12/15/2020
2025Q1,GA0110026,29,04/17/2013,ST,TRTP,Z,Z,Z,Z,Z,Z,M,Z,Z,Z,Z,Routine plant visit.,02/22/2016,03/12/2020
2025Q1,GA0110026,3,08/25/2003,ST,INFI,N,N,,N,X,N,N,N,N,N,,,11/15/2005,08/22/2006
2025Q1,GA0110026,30,06/19/2013,ST,SNSV,R,M,R,N,Z,N,N,M,R,M,Z,2 days to complete field inspections of treatment &amp; distribution.,02/22/2016,03/12/2020
2025Q1,GA0110026,4,09/25/2003,ST,INFI,N,N,,N,X,N,N,R,N,R,,,11/15/2005,11/22/2006
2025Q1,GA0110026,5,01/25/2005,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,11/15/2005,02/25/2008
2025Q1,GA0110026,6,05/31/2001,ST,SNSV,R,N,,N,X,N,R,R,R,R,,,11/15/2005,05/28/2008
2025Q1,GA0110026,7,06/13/2005,ST,SNSV,N,N,,N,X,N,N,R,N,N,,,11/15/2005,08/25/2008
2025Q1,GA0110026,8,07/06/2005,ST,INFI,N,X,,N,X,N,N,R,N,N,,,11/15/2005,08/25/2008
2025Q1,GA0110026,9,11/11/2005,ST,INFI,X,X,,X,X,X,X,X,X,X,,,02/16/2006,03/13/2009
2025Q1,GA0110028,1,03/23/2004,ST,SNSV,N,N,,X,X,N,N,N,N,N,,,11/15/2005,06/18/2018
2025Q1,GA0110028,2,03/24/2004,ST,SNSV,X,X,,X,X,X,X,X,X,X,,,05/18/2007,06/18/2018
2025Q1,GA0110028,3,03/18/2008,ST,SNSV,R,N,,N,R,R,R,R,N,N,,,05/28/2008,03/12/2020
2025Q1,GA0110028,4,03/19/2013,ST,SNSV,N,N,N,Z,Z,N,N,Z,Z,N,X,,02/22/2016,03/28/2023
2025Q1,GA0110028,6,02/26/2019,ST,SNSV,R,M,Z,Z,Z,N,M,Z,Z,R,X,,05/21/2019,03/20/2025
2025Q1,GA0110029,1,04/23/2004,ST,SNSV,N,N,,X,X,N,N,M,N,N,,,11/15/2005,06/18/2018
2025Q1,GA0110029,2,03/24/2004,ST,SNSV,X,X,,X,X,X,X,X,X,X,,,05/18/2007,06/18/2018
2025Q1,GA0110029,3,03/18/2008,ST,SNSV,R,N,,N,N,R,N,N,N,N,,,05/28/2008,03/12/2020
2025Q1,GA0110029,4,03/19/2013,ST,SNSV,N,N,N,Z,Z,N,M,Z,Z,N,X,,02/22/2016,03/28/2023
2025Q1,GA0110029,6,02/26/2019,ST,SNSV,N,N,N,N,N,N,N,N,N,N,Z,,05/21/2019,03/20/2025
2025Q1,GA0110031,1,03/06/2019,ST,SNSV,N,N,N,N,Z,N,R,N,N,N,X,,05/21/2019,03/20/2025
2025Q1,GA0130000,1,01/11/2005,ST,SNSV,R,N,,N,X,N,R,N,N,N,,,11/15/2005,05/28/2008
2025Q1,GA0130000,2,01/08/2008,ST,SNSV,N,R,,N,X,N,N,R,R,R,,,05/28/2008,03/12/2020
2025Q1,GA0130000,3,02/19/2013,ST,SNSV,N,N,N,Z,Z,N,Z,Z,N,N,X,,02/22/2016,03/12/2020
2025Q1,GA0130000,4,12/08/2015,ST,SNSV,N,N,N,Z,Z,N,N,Z,N,N,X,,02/22/2016,03/12/2020
2025Q1,GA0130000,5,04/10/2018,ST,LV1A,M,N,N,N,N,N,N,Z,N,N,N,The corrective action proposed is not acceptable.  Re-use of a contaminated sample vessel closure (cap) is not acceptable collection protocol.  Sampling vessels and closures cannot be sterilized in the field.,02/15/2019,12/20/2021
2025Q1,GA0130000,6,11/30/2018,ST,SNSV,R,N,N,Z,Z,N,R,N,N,N,X,,02/15/2019,12/20/2021
2025Q1,GA0130001,#1,07/08/2002,,SNSV,,,,,,,,,,,,,09/13/2003,
2025Q1,GA0130001,10,02/02/2006,ST,TECH,X,X,,X,X,X,X,X,X,X,,,05/18/2006,05/19/2009
2025Q1,GA0130001,11,01/11/2006,ST,SSVF,X,X,,X,X,X,X,X,X,X,,,05/18/2006,05/19/2009
2025Q1,GA0130001,12,02/08/2007,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,05/18/2007,02/16/2010
2025Q1,GA0130001,13,03/19/2008,ST,SNSV,N,R,,N,X,N,R,R,N,R,,,05/28/2008,05/26/2011
2025Q1,GA0130001,14,06/25/2008,ST,INFI,R,R,,X,X,R,R,R,N,X,,,08/25/2008,08/18/2011
2025Q1,GA0130001,15,03/10/2009,ST,INFI,X,X,,X,X,X,X,X,X,X,,,05/19/2009,06/18/2018
2025Q1,GA0130001,16,10/19/2009,ST,INVG,X,X,,X,X,X,X,X,X,X,,,02/16/2010,06/18/2018
2025Q1,GA0130001,17,11/03/2009,ST,TECH,X,X,,X,X,X,X,X,X,X,,,02/16/2010,06/18/2018
2025Q1,GA0130001,18,11/09/2009,ST,TECH,X,X,,X,X,X,X,X,X,X,,,02/16/2010,06/18/2018
2025Q1,GA0130001,19,03/28/2011,ST,SNSV,N,N,N,N,N,N,N,N,N,N,N,,08/21/2012,03/12/2020
2025Q1,GA0130001,2,01/22/2003,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,11/15/2005,05/18/2006
2025Q1,GA0130001,23,12/03/2014,ST,TRTP,Z,Z,R,Z,Z,Z,Z,Z,Z,Z,Z,Plant not in operation.  Gate open with no one onsite.  Called ORC to discuss situation.,02/22/2016,03/12/2020
2025Q1,GA0130001,24,10/06/2015,ST,INFI,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Checked on operations and if anticipated plant upgrade would begin.,02/22/2016,03/12/2020
2025Q1,GA0130001,26,11/14/2018,ST,SITE,N,N,N,N,N,N,N,N,N,X,N,,02/15/2019,12/20/2021
2025Q1,GA0130001,27,07/22/2020,ST,SNSV,N,M,N,M,Z,N,M,M,M,Z,X,,11/16/2020,09/27/2023
2025Q1,GA0130001,28,08/22/2023,ST,SNSV,M,M,R,M,Z,N,M,M,M,M,X,"WTP is inactive.  It&apos;s my recommendation that the plant would need a thorough evaluation if it&apos;s to go back online.  After sitting literally idol for 3 years, this plant will need a lot of work to get it back running.  There have been several &quot;ideas&quot; to help the plant of it&apos;s taste and odor issues, but money and if it would be a permanent solution have always been the problem.  With no plans set in stone, the plant continues to deteriorate and depreciate.    Finished Water Storage: Overflow and drains need mesh screens,  Distribution: Need just about every plan and SOPs need to be developed.   Pumps: not evaluated because of conditions (wasp nests, snakes, overgrown) Source: Spring needs a turbidimeter.   Data: Lots of records missing, need better organization of records.   Managment and operations: Only one certified operator.   Security: Fence the spring location.",11/28/2023,03/20/2025
2025Q1,GA0130001,29,06/28/2024,ST,TECH,X,N,M,X,Z,X,X,M,X,X,X,,08/12/2024,03/20/2025
2025Q1,GA0130001,3,06/11/2003,ST,TRTP,N,N,,X,X,N,N,N,X,X,,,11/15/2005,05/18/2006
2025Q1,GA0130001,4,07/21/2003,ST,TECH,R,R,,N,X,N,R,R,N,N,,,11/15/2005,08/22/2006
2025Q1,GA0130001,5,08/20/2003,ST,CNST,X,N,,N,X,X,X,N,X,N,,,11/15/2005,08/22/2006
2025Q1,GA0130001,6,03/24/2004,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,11/15/2005,05/18/2007
2025Q1,GA0130002,10,11/22/2005,ST,SSVF,X,X,,X,X,X,X,X,X,X,,,02/16/2006,12/03/2008
2025Q1,GA0130002,11,09/27/2006,ST,SNSV,N,N,,N,X,N,N,N,N,N,,,11/22/2006,11/16/2009
2025Q1,GA0130002,12,02/06/2008,ST,TRTP,R,R,,X,X,X,R,R,X,X,,,05/28/2008,02/18/2011
2025Q1,GA0130002,13,09/21/2009,ST,SNSV,X,X,,X,X,X,X,X,X,X,,,11/16/2009,06/18/2018
2025Q1,GA0130002,14,03/21/2011,ST,TRTP,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,08/21/2012,06/18/2018
2025Q1,GA0130002,18,04/22/2015,ST,TRTP,N,N,N,N,N,N,N,N,N,N,N,Pete Zorbanos did a water treatment plant visit later that afternoon with Sean.,08/24/2015,03/12/2020
2025Q1,GA0130002,19,07/28/2014,ST,TECH,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,02/22/2016,03/12/2020
2025Q1,GA0130002,20,07/31/2014,ST,TECH,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,02/22/2016,03/12/2020
2025Q1,GA0130002,25,05/26/2021,ST,SNSV,N,N,N,R,Z,N,N,R,R,N,X,,08/09/2021,09/19/2024
2025Q1,GA0130002,26,02/21/2024,ST,SNSV,N,R,M,R,Z,N,R,M,M,M,X,"Minors -Barrow and May Street Finished Water Storage Tanks should have fences in place around the tank in order to prevent access from unauthorized personnel.  -May Street tank did not have a smooth nosed nozzle in place which allows for an easy to attach hose placement. -Carl tank had large piles of wood &amp; other materials sitting atop its overflow drain. -May Street tank had an unsecure ladder.  -Particle counters should be present on each filter present at the water treatment plant.  -The spalling present on the Rockwell Church tank should be fixed.  Recs -The Pea hill tank had a #24 mesh screen over the overflow, but there was moss covering it. -Carl tank had an unknown hose connection nearby on opposite side of fence.  -There was leaf litter in the flocculation basins -There was large amounts of sludge buildup near plate weirs and sedimentation basins -Pipe gallery had a decent amount of water present in the pipe gallery floor -The overflow for the Harrison Poultry tank should ",05/21/2024,03/20/2025
2025Q1,GA0130007,2,06/26/2008,ST,SNSV,N,N,,N,X,N,N,N,R,N,,,03/13/2009,03/12/2020
2025Q1,GA0130008,2,06/26/2008,ST,SNSV,R,N,,R,R,N,N,N,R,R,,,03/13/2009,03/21/2012
2025Q1,GA0130008,5,01/27/2021,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,05/14/2021,03/26/2024
2025Q1,GA0130008,6,01/11/2021,ST,LV1A,X,N,X,N,N,X,X,N,N,N,X,,05/14/2021,03/26/2024
2025Q1,GA0130008,7,02/09/2024,ST,SNSV,N,N,N,X,Z,N,N,N,N,N,X,,05/21/2024,03/20/2025
2025Q1,GA0130011,3,04/08/2015,ST,SNSV,R,N,N,N,Z,N,R,N,N,N,Z,,08/24/2015,03/12/2020
2025Q1,GA0130011,6,01/05/2021,ST,SNSV,N,R,N,N,Z,N,N,R,N,R,X,,05/14/2021,03/26/2024
2025Q1,GA0130011,7,01/19/2024,ST,SNSV,M,R,Z,Z,Z,M,M,Z,Z,Z,Z,,05/21/2024,03/20/2025
2025Q1,GA0130031,3,09/23/2008,ST,SNSV,M,N,,N,X,N,N,N,N,N,,,03/13/2009,03/21/2012
2025Q1,GA0130031,4,04/10/2013,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,05/16/2014,03/12/2020
2025Q1,GA0130031,5,12/09/2015,ST,SNSV,N,N,N,N,Z,N,R,N,N,N,X,,02/22/2016,03/12/2020
2025Q1,GA0130031,6,01/06/2021,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,05/14/2021,03/26/2024
2025Q1,GA0130031,7,01/10/2024,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,05/21/2024,03/20/2025
2025Q1,GA0130032,2,08/14/2008,ST,SNSV,R,M,,N,R,R,N,M,M,N,,,03/13/2009,03/12/2020
2025Q1,GA0130032,3,10/14/2015,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,02/22/2016,03/20/2025
2025Q1,GA0130033,2,08/04/2008,ST,SNSV,R,R,,N,X,N,N,N,R,N,,,03/13/2009,03/21/2012
2025Q1,GA0130033,3,10/14/2015,ST,SNSV,N,N,N,N,Z,N,N,R,N,N,X,,02/22/2016,03/12/2020
2025Q1,GA0130033,4,12/17/2018,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,02/15/2019,03/17/2022
2025Q1,GA0130034,2,04/27/2006,ST,SNSV,N,N,,X,X,N,N,N,N,M,,,08/22/2006,06/18/2018
2025Q1,GA0130034,3,05/01/2009,ST,SNSV,N,N,,N,X,N,N,N,N,N,,,11/16/2009,03/12/2020
2025Q1,GA0130034,4,04/10/2013,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,05/16/2014,06/27/2023
2025Q1,GA0130034,5,12/09/2015,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,02/22/2016,03/20/2025
2025Q1,GA0130034,6,01/06/2021,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,05/14/2021,03/20/2025
2025Q1,GA0150000,10,04/04/2011,ST,TRTP,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,08/21/2012,06/18/2018
2025Q1,GA0150000,11,06/14/2011,ST,SNSV,M,M,M,M,Z,R,R,M,M,M,X,2 days to complete inspections of treatment and distribution.,08/21/2012,03/12/2020
2025Q1,GA0150000,12,10/13/2010,ST,TRTP,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,08/21/2012,06/18/2018
2025Q1,GA0150000,13,01/04/2012,ST,SRCE,Z,M,Z,Z,Z,Z,Z,Z,Z,Z,Z,New ORC for plant &amp; distribution.,08/21/2012,03/12/2020
2025Q1,GA0150000,14,01/26/2012,ST,CMPA,Z,Z,Z,Z,Z,S,Z,Z,Z,Z,Z,Met with City Manager to address lack of properly licensed treatment plant ORC-City hired consultant to provide compliance assistance.,08/21/2012,03/12/2020
2025Q1,GA0150000,15,02/13/2012,ST,TRTP,Z,Z,Z,Z,Z,N,Z,R,Z,R,Z,Follow-up visit to verify City treatment facility is properly staffed-ORC responsibilities.,08/21/2012,03/12/2020
2025Q1,GA0150000,16,04/25/2012,ST,PRMT,Z,Z,Z,Z,Z,R,Z,Z,Z,Z,Z,Discussed permit requirements/ORC duties with City officials.,08/21/2012,03/12/2020
2025Q1,GA0150000,17,06/09/2014,ST,SNSV,R,M,N,N,R,M,R,M,M,M,N,2 days to complete field inspections of treatment &amp; distribution.,11/17/2014,03/12/2020
2025Q1,GA0150000,18,01/08/2014,ST,TRTP,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,11/17/2014,03/12/2020
2025Q1,GA0150000,19,04/02/2015,ST,TRTP,N,N,N,N,N,N,N,N,N,N,N,,08/24/2015,03/12/2020
2025Q1,GA0150000,20,02/04/2013,ST,EMRG,Z,Z,Z,Z,Z,Z,Z,Z,Z,R,Z,Site visit to provide emergency/technical assistance after tornado event destroyed a storage tank.,02/22/2016,03/12/2020
2025Q1,GA0150000,21,07/31/2013,ST,CNST,Z,Z,Z,Z,Z,R,Z,Z,Z,M,Z,Visited Collins Mtn tank construction site for update on progress since tornado event.,02/22/2016,03/12/2020
2025Q1,GA0150000,22,05/24/2012,ST,TRTP,Z,Z,Z,Z,Z,R,Z,Z,Z,Z,Z,Follow-up visit to verify ORC compliance.,02/22/2016,03/12/2020
2025Q1,GA0150000,25,03/04/2020,ST,SNSV,R,R,N,M,Z,N,N,M,R,M,N,,05/07/2020,09/19/2024
2025Q1,GA0150000,3,06/13/2006,ST,INFI,X,X,,X,X,X,X,X,X,X,,,08/22/2006,08/20/2009
2025Q1,GA0150000,4,06/25/2007,ST,TRTP,N,R,,X,X,X,X,R,X,X,,,08/29/2007,08/27/2010
2025Q1,GA0150000,5,08/13/2007,ST,SRCE,R,R,,X,X,R,X,R,N,X,,,11/16/2007,08/27/2010
2025Q1,GA0150000,7,11/10/2008,ST,TRTP,X,R,,X,X,X,X,R,X,X,,,03/13/2009,03/01/2012
2025Q1,GA0150000,8,05/27/2009,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,08/20/2009,06/18/2018
2025Q1,GA0150000,9,06/22/2010,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,11/29/2010,06/18/2018
2025Q1,GA0150001,2,06/13/2007,ST,SNSV,R,N,,N,X,N,N,N,M,N,,,08/29/2007,03/12/2020
2025Q1,GA0150001,3,06/24/2010,ST,SNSV,M,N,X,N,Z,N,N,M,R,N,X,,08/27/2010,03/12/2020
2025Q1,GA0150001,4,08/06/2013,ST,SNSV,N,N,N,N,X,N,N,N,N,N,X,,02/22/2016,03/12/2020
2025Q1,GA0150001,6,05/23/2019,ST,SNSV,N,N,N,N,Z,N,N,N,M,N,X,,08/14/2019,06/27/2022
2025Q1,GA0150001,7,01/13/2021,ST,LV1A,N,N,N,N,N,X,N,N,N,N,X,,05/14/2021,03/26/2024
2025Q1,GA0150002,10,01/21/2010,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,05/18/2010,03/12/2020
2025Q1,GA0150002,11,04/06/2010,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,08/27/2010,06/24/2020
2025Q1,GA0150002,13,07/07/2011,ST,TRTP,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,08/21/2012,09/20/2021
2025Q1,GA0150002,16,09/12/2012,ST,TRTP,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,11/16/2012,09/28/2022
2025Q1,GA0070006,5,08/14/2019,SA,SNSV,N,N,N,Z,Z,N,R,N,R,N,X,,09/20/2019,03/20/2025
2025Q1,GA0090000,4,05/23/2016,ST,SNSV,N,N,N,N,Z,N,R,N,R,N,X,,08/20/2016,03/12/2020
2025Q1,GA0090000,6,02/15/2022,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,05/25/2022,03/20/2025
2025Q1,GA0110000,8,03/24/2022,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,05/25/2022,03/20/2025
2025Q1,GA0110028,7,03/24/2022,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,05/25/2022,03/20/2025
2025Q1,GA0110029,7,03/24/2022,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,05/25/2022,03/20/2025
2025Q1,GA0110031,2,03/10/2022,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,05/25/2022,03/20/2025
2025Q1,GA0090001,20,08/29/2012,ST,SNSV,N,N,N,N,N,N,N,N,M,M,N,,11/16/2012,03/12/2020
2025Q1,GA0110026,27,08/30/2012,ST,PRMT,M,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Discussed NPDES permit compliance issues &amp; solutions,11/16/2012,03/12/2020
2025Q1,GA0130002,15,07/30/2012,ST,TRTP,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,11/16/2012,06/18/2018
2025Q1,GA0090001,21,10/06/2014,ST,TRTP,N,N,N,N,N,N,N,N,N,N,N,,05/19/2015,03/12/2020
2025Q1,GA0110001,4,03/02/2015,ST,SNSV,R,R,N,N,Z,Z,N,N,N,N,X,,05/19/2015,03/12/2020
2025Q1,GA0130002,17,07/15/2014,ST,TRTP,N,N,N,N,N,N,N,N,N,N,N,,05/19/2015,03/12/2020
2025Q1,GA0090001,26,05/18/2017,ST,TRTP,N,M,N,R,Z,N,N,M,N,X,X,,09/06/2017,06/24/2020
2025Q1,GA0130002,23,06/01/2017,ST,TRTP,R,N,N,R,Z,N,N,N,R,X,X,,09/06/2017,09/21/2020
2025Q1,GA0090001,27,04/05/2018,ST,SNSV,R,N,N,M,Z,N,N,M,M,M,N,,08/16/2018,09/20/2021
2025Q1,GA0130002,24,04/11/2018,ST,SNSV,N,N,N,N,Z,N,N,N,M,M,N,,08/16/2018,09/20/2021
2025Q1,GA0090042,2,12/02/2010,ST,SNSV,N,R,,N,X,N,R,N,R,N,,,05/26/2011,06/18/2018
2025Q1,GA0090045,2,12/02/2010,ST,SNSV,N,N,,N,X,N,N,N,R,N,,,05/26/2011,12/15/2020
2025Q1,GA0090042,4,07/25/2016,WD,LV1A,N,N,Z,N,Z,N,N,M,N,N,Z,"Low disinfectant residual at the sample points may be reason for positive samples;  The well was shocked, flused and the disinfectant level was adjusted.",12/16/2016,03/12/2020
2025Q1,GA0090042,5,07/11/2017,ST,SNSV,N,N,R,N,Z,N,N,R,N,R,X,,11/15/2017,09/21/2020
2025Q1,GA0090042,7,05/18/2023,ST,SNSV,N,M,M,N,Z,N,N,M,R,N,Z,,08/10/2023,03/20/2025
2025Q1,GA0090045,4,07/11/2017,ST,SNSV,N,N,N,N,Z,N,N,R,N,N,X,,11/15/2017,03/20/2025
2025Q1,GA0090046,4,01/13/2016,ST,SNSV,N,R,N,N,Z,N,R,N,N,R,X,,05/13/2016,03/12/2020
2025Q1,GA0110000,5,01/20/2016,ST,SNSV,N,N,R,Z,Z,N,R,N,R,M,X,,05/13/2016,03/12/2020
2025Q1,GA0110028,5,01/20/2016,ST,SNSV,N,N,R,Z,Z,N,R,Z,Z,M,X,,05/13/2016,03/20/2025
2025Q1,GA0110029,5,01/20/2016,ST,SNSV,N,N,R,Z,Z,N,R,Z,Z,M,X,,05/13/2016,03/20/2025
2025Q1,GA0090047,5,08/16/2023,ST,SNSV,N,S,M,Z,Z,N,N,R,M,N,X,,11/28/2023,03/20/2025
2025Q1,GA0090048,4,01/13/2016,ST,SNSV,N,N,R,N,Z,N,N,N,R,N,X,,05/13/2016,03/12/2020
2025Q1,GA0110001,#1,01/12/2001,,SNSV,,,,,,,,,,,,,06/24/2005,
2025Q1,GA0110026,#6,05/31/2001,,SNSV,,,,,,,,,,,,,06/24/2005,
2025Q1,GA0130031,#1,03/06/2001,,SNSV,,,,,,,,,,,,,06/24/2005,
2025Q1,GA0150001,#1,03/31/2000,,SNSV,,,,,,,,,,,,,06/24/2005,
2025Q1,GA0110001,5,09/18/2018,ST,SNSV,N,M,R,N,Z,N,R,N,M,N,X,,11/21/2018,12/20/2021
2025Q1,GA0150000,24,09/27/2018,ST,SSVF,R,X,N,X,Z,N,N,R,X,R,X,,11/21/2018,09/20/2021
2025Q1,GA0110026,31,08/27/2015,ST,TRTP,N,R,N,N,Z,N,N,N,N,M,N,Routine inspection of treatment plant and reservoir.,11/19/2015,03/12/2020
2025Q1,GA0130002,21,09/14/2015,ST,SNSV,N,N,N,M,N,N,N,M,N,N,N,,11/19/2015,03/12/2020
2025Q1,GA0110026,32,06/28/2016,ST,SNSV,N,N,N,N,N,N,N,N,N,N,N,,08/20/2016,03/12/2020
2025Q1,GA0130002,22,05/04/2016,ST,PRMT,N,N,N,N,N,N,N,N,N,N,N,,08/20/2016,03/12/2020
2025Q1,GA0110026,33,08/07/2018,ST,TRTP,R,N,N,R,Z,N,Z,M,N,X,X,,09/28/2018,09/20/2021
2025Q1,GA0110026,34,02/13/2019,ST,SNSV,N,N,N,R,Z,N,M,N,M,M,N,,05/21/2019,03/17/2022
2025Q1,GA0110026,35,04/18/2022,ST,SNSV,N,N,X,R,Z,N,N,N,N,R,X,,12/20/2022,03/20/2025
2025Q1,GA0130000,7,11/14/2023,ST,SNSV,N,N,N,X,Z,N,R,N,N,N,X,,02/28/2024,03/20/2025
2025Q1,GA0130033,5,12/07/2023,ST,SNSV,N,N,N,X,Z,N,N,R,M,N,X,,02/28/2024,03/20/2025
2025Q1,GA0130001,20,02/25/2015,ST,TRTP,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,02/22/2016,03/12/2020
2025Q1,GA0130001,21,02/26/2015,ST,TECH,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,02/22/2016,03/12/2020
2025Q1,GA0130001,22,03/25/2014,ST,SNSV,N,N,N,N,N,N,N,N,N,N,N,,02/22/2016,03/12/2020
2025Q1,GA0130001,25,05/16/2017,ST,SNSV,N,N,N,M,N,N,N,N,N,N,N,,09/06/2017,06/24/2020
2025Q1,GA0150000,23,04/26/2017,ST,SNSV,S,N,N,M,Z,N,N,M,M,M,N,,09/06/2017,06/24/2020
2025Q1,GA0130001,7,08/04/2004,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,11/15/2005,08/29/2007
2025Q1,GA0130001,8,01/12/2005,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,11/15/2005,02/25/2008
2025Q1,GA0130001,9,03/29/2005,ST,SNSV,R,N,,N,X,N,R,R,R,R,,,11/15/2005,05/28/2008
2025Q1,GA0130002,1,02/25/2003,ST,TECH,X,X,,X,X,X,X,X,X,X,,,11/15/2005,05/18/2006
2025Q1,GA0130002,2,01/13/2003,ST,TRTP,R,X,,X,X,R,X,R,X,X,,,11/15/2005,05/18/2006
2025Q1,GA0130002,16,10/09/2012,ST,SNSV,N,N,N,N,N,N,N,N,N,N,N,,08/19/2014,03/12/2020
2025Q1,GA0130002,3,04/09/2003,ST,TECH,X,X,,X,X,X,X,X,X,X,,,11/15/2005,05/18/2006
2025Q1,GA0130002,4,06/12/2003,ST,TRTP,N,N,,N,X,N,N,R,N,N,,,11/15/2005,05/18/2006
2025Q1,GA0130002,5,08/07/2003,ST,SSVF,N,N,,N,X,N,N,N,N,N,,,11/15/2005,08/22/2006
2025Q1,GA0130002,6,09/16/2003,ST,SNSV,N,R,,N,X,N,N,R,N,R,,86,11/15/2005,02/13/2007
2025Q1,GA0130002,7,10/20/2003,ST,TECH,R,R,,N,X,N,N,R,N,R,,,11/15/2005,02/13/2007
2025Q1,GA0130002,8,08/04/2004,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,11/15/2005,08/29/2007
2025Q1,GA0130002,9,01/12/2005,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,11/15/2005,02/25/2008
2025Q1,GA0130007,1,03/31/2004,ST,SNSV,N,N,,X,X,N,R,R,N,R,,,11/15/2005,06/18/2018
2025Q1,GA0130008,1,03/31/2004,ST,SNSV,N,R,,X,X,N,N,N,N,R,,,11/15/2005,05/18/2007
2025Q1,GA0130011,1,10/06/2004,ST,SNSV,N,R,,X,X,N,N,N,N,R,,,11/15/2005,11/16/2007
2025Q1,GA0130031,1,03/06/2001,ST,SNSV,X,X,,X,X,X,X,X,X,X,,,11/15/2005,05/28/2008
